,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
96,799797,Yarmouk University,Marketing,"Arabic language: Mother tongue.,English language:(Reading, Writing and Speaking).","Hard working, ambitious, quick learner, always eager to learn, time management, organization skills and ability to utilize new methods quickly,Team work spirit and the ability to work under pressure.,Computer & Internet skills, typing speed in English and Arabic.,Very social with communication skills and managerial abilities.,Energetic, dynamic, flexible and self-motivated spirit.,Deals with openness to new ideas and concepts, to work as part of a team, and to carrying out multiple tasks or projects."
97,704975,"Hashemite University, Zarqa",BA IN ENGLISH LANGUAGE AND LITERATURE,"Arabic,English","Leadership,Customer service,Speaking,Time management,Creativity,Team work,Work under pressure,Microsoft word,Google doc"
98,640033,Princess Sumaya University for Technology,Business Administration,"Arabic,English","Hardworker,Team player,Quick Learner,Creative,Analytical Skills,Initiative,Multi-Tasking,MS-Office Applications,Communication skills,Work Under Pressure,Attention to Detail,Self-Motivated"
99,808762,"JUST-,Al-Huson Universty Collage -,SAIS Saudi Arabian International School -",English and Linguistics,"English,Language both writing and speaking","cooperative,Leadership,Problem-solving,Social Media,Microsoft,Speaking In Public,Teamwork,Writing Reports,Translation,Linguistics,enthusiastic, highly-motivated person with proven leadership capabilities, who likes to take initiative and seek out new challenges,cooperative, passionate, and hardworking person,using social media and different computer programs on a huge scale"
100,806406,"Yarmouk University,,Karl Franzens University,","English Language and Literature,English Language and Literature","Arabic,English,English,Arabic,German","Bilingual with excellent written/spoken skills in English and Arabic.,Exceptional skills in writing and editing in both languages; Arabic and English,A1 Level of German Language.,Computer skills: Microsoft office, blogs and other social media websites/tools.,Driving License type B.,Multicultural outlook with fair travel experience.,Excellent team player with strong leadership skills.,Superb communication skills.,Fast learner and quick to obtain the skill."
101,784753,"Middle East University-,Al-Ahliyya Amman University",Accounting,"English, proficient fluent,Arabic, mother tongue","Public Relations,Social Media,Community,Management"
102,735358,University of Dubai,Marketing,Unknown,"Creative Multi-tasking,Microsoft Suite,Interpersonal skills,Takes initiatives"
103,869824,"University of Jordan,",Finance,"Arabic,English","Excel Proficiency,Close connections with digital suppliers and vendors,Strong understanding of digital buying platforms, such as Adform, Facebook Network, GDN, LinkedIn, Snapchat, TikTok,Evolving knowledge of the paid media industry and digital trends"
104,860886,Al Balqa University,Unknown,"Sign Language,Arabic,English","MS Office - Expert knowledge of the entire suite,sign language translator,Communication skills, teamwork and taking initiatives"
105,808904,"University of Technology, Baghdad.,University of AL-Nahrain, Baghdad.","B.Sc. In Laser and Optoelectronic Engineering.,M.Sc. In Laser and Optoelectronic Engineering.","Arabic (Native),English (Good working knowledge)","Microsoft Office Suite (Word, Excel, Power Point),visual basic,AutoCAD,photoshop,3D max,Drawing,electrical engineering design,C++,MATLAB,programs of serial port"
106,869494,"Philadelphia university,",Accounting,"Fluent Arabic,Good English","Initiative and self-motivated,Can work as individual or part of team,Quick learner,Managing Team,Microsoft Office"
107,783872,Al-Balqa Applied University (BAU),Marketing,"Arabic Mother Tongue,English: Good spoken, written and Read","Persuasion Skills,Negotiation Skills,Effective Communication,Advanced Problem Solving,Working Under Pressure,Good Team Player,Microsoft Office,Ads Manager(Facebook, Instagram),Google Ads (YouTube),Ads (Twitter, LinkedIn, Snapchat)"
108,861758,Suez Canal University,Accounting,"Arabic,English","handle the work under pressure,organize my time to achieve the required objectives,Eager to learn,self assessment,proficient within team,Computer: Very good knowledge of Microsoft Office, Excel and Erp applications"
109,406815,"Al-Zaytoonah University,Derar Ibn-Alazwar School",Marketing,"Arabic,English","Communication,Marketing,SEO Analysis,SEM Analysis,Google Ads,Google Analytics,Facebook campaigns,Instagram,Programmatic ads,Youtube Marketing,Youtube ads Google Display,Social Media Marketing,Planning,Microsoft Office,Teamwork,Negotiation,Search network ads Sales,Organization,Reporting Data Analysis,Analytical Thinking,Problem Solving,Project Management"
110,805658,Hashemite University,Agricultural Engineering,"English (Professional Fluency),Arabic (Mother Tongue)","Communication,Work Under Pressure,Decision Making,Time Management,Self-motivation,Conflict Resolution,Leadership,Adaptability"
111,747775,"University of Jordan,Pioneers International School",Accounting,"Native Arabic,Very good English","Customer service,Airfreight,Accounting basics,Training,Incoterms in freight shipping,Supply Chain,Sea Freight"
112,516345,Petra University,Computer information Systems,"Arabic Language (Native Language),English Language (VERY GOOD),Chinese Language (Entry Level)","ASP.NET 4.5 C++ HTML Java script CSS (Cascading Style Sheets) Web Services JQuery Ajax Bootstrap Web Service Retrieving and manipulating data with SQL. Knowledge in MYSQL Data Base. Database analysis and design. Intensive knowledge in software engineering cycle. Object oriented analysis and design. Knowledge in Security Knowledge Web Application Attack (ethical hacking) Knowledge in NETWORK Knowledge in Linux operation system Knowledge in SAP (SD, MM) Applications support specialist Help desk operator Technician. Knowledge in PS Install and configure computer hardware operating systems and applications Monitor and maintain computer systems and networks Talk staff or clients through a series of actions, either face-to-face or over the Phone, to help set up systems or resolve issues Troubleshoot system and network problems, diagnosing and solving hardware or software faults Replace parts as required Provide support, including procedural documentation and relevant reports Follow diagrams and written instructions to repair a fault or set up a system Support the roll-out of new applications Set up new users accounts and profiles and deal with password issues Respond within agreed time limits to call-outs Work continuously on a task until completion (or referral to third parties, if appropriate) Rapidly establish a good working relationship with customers and other professionals, such as software developers Test and evaluate new technology,Have a great passion for programming languages.,The Ability to work under Pressure and team Work.,The Ability to Understand and work in any new programming language or DBMS.,Very good in communication skills."
113,411530,Princess Sumaya University For Technology,Computer Garaphics And Animation,"Arabic (Native),English (Good)","ADOBE Ps/Ai/Ae 90%,HTML/CSS 85%,Toon Boom Animate 85%,Maya 60%,Microsoft Office 90%,WordPress 80%"
114,697193,Yarmouk university,journalism(mass commination),"ARABIC,Native or Bilingual Proficiency,ENGLISH,Full Professional Proficiency","Excellent interpersonal skills and excellent at working as part of a team,Flexible, adaptable and time sensitive,Excellent English language,Computer Skills,Desire to work in a team environment; friendly & reliable,Innovative and focused,Shipment processing and material inspection,Experience on sony vegas movie making and designs"
115,796206,University of Jordan,Business information technology,"ARABIC,ENGLISH","Word,Excel,Powerpoint,Access,Flexibility,Self development,Communication skills,Organizational skills,Work under Pressure"
116,695238,"The University of Jordan,Al Balqa University","Art and Design,Science of talent and creativity","Arabic, Fluent (Mother Tongue).,English, Fluent.","Adobe Photoshop,Adobe Illustrator,Adobe XD,Adobe Premiere,Adobe After Effects,Adobe InDesign,RDWorks,Blender,Microsoft Word,Microsoft PowerPoint,Microsoft Excel,OneNote"
117,861175,"University of Jordan / Amman, Jordan",Foreign Languages (Spanish & English),"Arabic: Native,English: Excellent,Spanish: Good,Germany: Basics","Prepare daily status reports for employees.,Assist in credit collection process & preparing the invoices for clients.,Preparing and sending invoices to clients.,Follow up with clients regarding their invoices.,Good knowledge of marketing and public relations.,Excellent knowledge in social media.,Excellent in using Microsoft office (Word, Excel, and Power Point).,Excellent in computer applications, E-mail & Internet."
118,809044,Unknown,Unknown,"Arabic Mother Tongue,English - Fluent","Creativity,Evaluating and Teaching Methods for Students with Special Needs [30H],Google Educator Certificate,Interpersonal Skills,Leadership,Microsoft Office (Word, Excel, Powerpoint ),Model United Nation,Public Relation Skills,Public Speaking,Responsibility,Softwares and Programs,Teamwork,Training on how to support students with special need,Types and Behaviors in The Class [12hrs]"
119,650075,"La Trobe University,Luminous College,Digital Marketing Institute,New English School,Sales & Marketing Certification Institute,Sales & Marketing Certification Institute",Marketing),English,"SEO,SEM,SMM,Google Analytics,Google AdWords,Email Marketing,Microsoft Excel,,PowerPoint, Word,,WordPress,Fast learner with respectable communication skills,Teamwork & collaboration,Eager for knowledge & constructive"
120,410835,"Princess Sumaya University for Technology,University of Hasselt",E-Marketing and Social Media,Unknown,"Customer Relationship Management (CRM).,Online Content Creation.,Problem-solving.,Microsoft Office (Word, Excel, PowerPoint, Outlook).,Interpersonal Skills,Attention to detail.,Organizational ability.,Willingness to listen & learn."
121,806368,"Hashemite University,",Management Information System,"Arabic,English","Social Media channels management,Key relationship building/Sales,Supply chain Management,Procurement,Managing Resources,Operations Management,Facility Management,Cash Reconciliation,Monitor employee performance and note areas for improvement, often using an employee evaluation rubric and then meeting directly with the team member to discuss their performance Uses appropriate judgment in upward communication regarding department or employee concerns,Compiling database for City Mall customers during events, promotions and research studies. A total of 8873 (Mobile Contacts) and 4087 (E-mails). Provide a continuous evaluation of processes and procedures Preparing customer care Manual in Arabic and English Create a systematic report to provide systematic feedback on events, marketing activities, promotions & Prepare the monthly duty hours for CC Reps,Excellent in spoken and written Highly proficient in Microsoft Office. Strong IT background. Highly organized, determined, independent, resourceful, sincere, enthusiastic, very creative and hardworking."
122,799540,"JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,",English Language and Linguistics,"Arabic,English","Sharp Listening.,High level of speaking skills.,Good knowledge of language.,Very good Speech skills.,Willingness to learn,High communication skills,Leadership,Teamwork,Problem-solving,Computer proficiency,Teamwork,Attention to detail"
123,805280,University of Jordan,Marketing,"Arabic,English","Negotiation Skills,Approaching Clients,Verbal Communication,Problem Solving,Closing Deals,Proposals Preparation,Non-verbal Communication,Public Relations"
124,783752,University of Jordan,Chemical Engineering,Excellent Arabic and English,"Self-Learning,Fast-Learning,Communication,Team work,Problem Solving,Observation,Data analysis,Demonstrable experience leading and managing SEO/SEM, marketing database, email, social media and display advertising campaigns.,Coordinate all media contact and ensure that the company consistently gets print and digital coverage.,Assisted marketing manager and department managers in coordinating and integrating various marketing and promotion activities.,Coordinated of developing various marketing materials such as brochures, product descriptions, presentations and newsletters.,Connect with potential customers online or off, via social media, advertising, email and websites.,Identified new trends within the SEO realm and implemented them at the companys online accounts.,Solid knowledge of website and marketing analytics tools.,Sales data analysis and reporting,Lead qualification from websites, social media platforms, emails and suppliers portals to SAP ERP system.,Database management of customers and items.,SAP ERP administration and technical support team member for other employees by providing assistance and training sessions,Periodical database cleanup,Perform desk research to reach new customers for market grow"
125,864037,Mutah University,CS-Computer Science,"Arabic: Fluent in reading, writing and speaking,English: Good in reading, writing and speaking","Programing languages: C++, Python, VB.Net,Microsoft Office.,Operating systems (Windows),Analytics."
126,416066,"Hashemite University (HU), Az-Zarqa",English language and literature,"Arabic: Mother tongue,English: good in Reading and Writing skills","Good communication and negotiation skills,Fast learner, energetic, creative and self-motivated,Able to consider all options with an open mind before making a decision,Strong determination commitment to achieve projected goals,Confident secretarial skills,Pleasant disposition and willingness to deal with people of different culture and ethics background,Responsibility and leader ship skills and Time management skills,Ability to work individually and as an effective team member,Excellent in Using Word, Excel, PowerPoint and all Microsoft office applications,Excellent in Internet Applications"
127,784509,"Balqa Applied University,Balqa Applied University,جامعة البلقاء التطبيقية,جامعة البلقاء التطبيقية","Mechatronics Engineering,Precision devices and process control,هندسة الميكاترونكس","Arabic,English,العربية,الإنجليزية","Photoshop,Illustrator,Premiere,After efficts,Copy Right,Team mangement,Team work,Work under pressure,Restore all platforms (hacking),automate the page to respond (comments and messages),trademark and content protection,automate the page to respond,trademark and content protection,الفوتشوب,الاليستريتر,البريمير,الافتر ابيفيكت,حماية الحقوق,إدارة فريق العمل,العمل ضمن فريق,تحمل ضغط العمل,توثيق صفحة الفنان الأردني عمر العبدلات,مساعدة السفارة العراقية في استرجاع صفحاتها بعد العبث بها واختراقها,توثيق وحمايـة صفحة مدير قناة دجلة والرجل السياسي الحزبي جمال الكربولي,بناء الحملة الإنتخابية للنائب الأردني محمد السعودي,تدريب ما يقارب 150 شخص من مؤسسات مختلفة"
128,804478,American University of Madaba,Arts in Marketing,"Arabic: Expert Level,English: Expert Level,French: Beginner","Analytical Skill,Fast learner Problem solving Online engagement Data Entry Self-motivated Attention to details Ability to work with the team. Presentation & Communication skills. Translation English to Arabic"
129,468390,AL Balqa a Applied University,Civil Engineering,Unknown,"Microsoft office,Handling any situation under pressure,Organizing priorities in work, with the best logic available.,Dealing tactfully with staff of all levels, managing teams,Positive attitude, organizational, cooperative,Hard working and dedicated, Leadership skills.,The psychology of approaching others - Zain Jo,Selling Skills - Zain Jo"
130,851939,The World Islamic Sciences University,Finance,"Arabic,English","Managing tasks and problem-solving skills,Detail oriented, strong organization and a high degree of accuracy,Analysis and Decision-Making skills,Able to work on my initiative or as part of a team,Networking, negotiating, and problem-solving skills,Excellent conceptual and analytical skills,Microsoft excel,Microsoft Power Point,Microsoft Word"
131,556652,Yarmouk University,Public Relation and Advertising,Unknown,"Project management,Complex problem solver,Driving License,Creative design,Service -focused,Organizing events and conferences"
132,859558,University Of Jordan,COMPUTER ENGINEERING,"Arabic,English","Web development training full stack (Front-end&Back-end),PHP, HTML, CSS and JavaScript languages were included.,Full Stack projects with full databases.,Communication,Teamwork,Engaging personality,Time Management,Patience,Multi-tasking"
133,407178,University of Petra,Marketing,Unknown,"Marketing Strategy.,Social Media Management.,Email Marketing.,MS Office package.,Mac and Windows Operating Systems.,Communication skills.,Understanding of Digital Marketing Analytics tools."
134,809197,Middle East University-Jordan,"""Tourism management""","ARABIC,ENGLISH","Work responsibly and under pressure work closely and partner with internal team Leadership Microsoft Office Skills Costumer Service Digital Marketing Social Media Content,Managing social media platforms"
135,808552,"Friedrich-Alexander University Erlangen-N?rnberg,,German Jordanian University -",Unknown,"Arabic,English,German","problem-solving skills,can express myself clearly in German,Excellent Speaking, Reading and Writing (C1),Organized and Well Balanced,Teamwork,Initiative,Ability to work under Pressure,Documentation and Presentation"
136,861407,"UNIVERSITY OF THE PEOPLE,UNIVERSITY OF ALEPPO","Bachelor of Business Administration,Bachelor of Science in Financial and Banking Sciences","Arabic,English,German,French","Provided onboarding for new employees, ensuring they had the appropriate training necessary to begin their role.,Developed a distribution method to increase productivity, which drastically reduced the time between design, production and arrival at retail site which led to the delivery of 12,000 units per month.,Decreased operational costs by 25% through the development of financial and time management systems which tracked multi-sectoral project management costs including freight and supply expenses.,Held the supplier relationship, negotiating deals for the purchasing of goods and services and their subsequent delivery.,Identified weaknesses in pre-existing systems and updated these in line with corporate compliance, including devising and implementing a financial system upgrade which invest company savings to ensure future proofing.,Oversaw the professional development of all employees, including skills training and adaption.,Provided project management and administrative support to the Chief Executive Officer, including corporate reporting and internal communications.,Provided administrative support to the Company Director, including collating daily and monthly sales reports and tracking targets.,Maintenance of financial and logistical records to ensure corporate compliance was upheld.,Organised and ran regular meetings with company employees, set agenda and distributed memos.,Negotiated with suppliers to ensure seamless transition of goods for delivery in the Tango warehouse.,Liaised with clients, ensuring a high quality of customer service and troubleshooting any complaints.,Provided logistical support for new company systems rollouts, ensuring clear internal communication among employees."
137,459173,"Balqa Applied University,",Civil Engineering,"English,Arabic","Content Creating Content Development Social Media,Marketing Communications,Conflict Management Public Speaking,Data Analytics,Mathematical Skills"
138,784384,YARMOUK UNIVERSITY,Civil Engineering and Construction Management,Very good English speaker,"CUSTOMER SERVICE REPRESENTATIVE,USER MANAGEMENT ADVISOR,Fast learner,Fluent writing ability,Customer service skills (Soft skills, work under pressure, clear understanding and logical thinking),Excellent knowledge of Microsoft Office programs, AutoCAD and Civil 3D (Certified),Clear understanding about the internet entertainment and social media industry"
139,715358,"Yarmouk University, Irbid",Electrical Power Engineering,"Arabic,English - Advanced (c1 level)","Team worker,Presentation skills,Quick Learning,Working in challenging environment,PVsyst SketchUp - AutoCad ? HTML - CSS ? PSSE - -"
140,767351,Applied Science Private University,Business Administration,"English Intermediate,Arabic Mother tongue","Multitasking,Persuasion,Discipline,Time Management,Communication,Well Organized,Flexibility"
141,805921,University of Jordan,Public Administration,"English: Full professional proficiency,Arabic: Native proficiency","Planning and Research Skills,Communication Skills,Time Management,Problem-Solving,Innovation,Microsoft office,Accountability,Communication,Decision Making"
142,692889,Yarmouk University,Filmmaking,ARABIC & ENGLISH,"Motion Graphic,Screenwriting,Montage,Photography,Lighting And Cinematography Experiences,Video Editing,Cinematography Skills : Albility To Shoot Well And Adjust Camera Setting . Making Good Composition . Making Feeling Through Lighting .,Computer Skills : Perfect Knowledge to Work On Microsoft Office .,Personal Skills : Ability to work Under Pressure, Ability to Stay Focused Under Circumstances & To Stay Focused On Objectives and Perseverance and Organization Self-Motivated, Full Of Energy, Committed, Loyal, Good Coordinator, and Communicator . Hard Worker Able To Solve REAL-TIME Problems ."
143,805360,Yarmouk University,RADIO & TV,English Language,"Videography,Photography,Editing video and audio,Research and Content,Writing,Using camera (DSLR),Adobe Premiere,Adobe Lightroom,Adobe Audition"
144,413438,Hashemite University,B.S degree in Medical Laboratory Science,"Arabic,English","Microsoft applications (Word, PowerPoint and Excel),Self-motivated, Self- Activated, efficient, accurate and determined,Fast learner,Multi-tasking and ability to prioritize work,Ability to work under pressure"
145,756879,Yarmouk University,Civil Engineering,"Arabic, Fluent,English, Excellent","Teamwork Skill,Critical Thinking,Problem solving - expert,Risk Management,Auto-Cad,C++,Excellent Mathematical skills,Active listener,Team player,Confident,Quick learner - expert"
146,806667,"Princess Sumaya University,Mayar International Schools",Business Administration,"Arabic (Mother Tongue),English (Reading, Writing & Speaking)","High creativity in designing social media posts.,Excellent communication skills.,-Brainstorming themes for advertisements.,Strong attention to details.,High and proven adaptability skills."
147,805501,Princess Sumaya University For Technology,Electronic marketing and social media,"Arabic,English","marketing research,SEO,Social media marketing,Strategic Marketing,Target marketing analysis,CRM skills,HTML,Graphic design,Microsoft Office Software,Teamwork,Creative thinking"
148,721605,Al-albayt University,English Language and Literature,"Arabic Language: Mother Language,English Language: Advanced","Time Management, Problem Solving, Positive Attitude,Communication, Active Listening Skills, Cross Selling / Up-Selling,Self-motivated, Positive thinking and hardworking"
149,784504,Princess Sumaya University for Technology,E-marketing and social media,"Arabic - Fluent,English - Fluent,Chinese - Basic","Critical Thinking,Team Player,Communication Skills,Design & Creativity,Problem Solving"
150,472285,The World Islamic Sciences And Education University,Software Engineering,"Arabic,English,Turkish (beginner)","Analysis skills & decision maker,Complex problem solver,Excellent command of IT, MS office applications,Communication skills,Negotiation Skills,Time management,Self Motivated,Work under presure,Ambitious, Smart, Optimistic, Learning, Loyal, Team Player,Have frog thinking approach,Fast,Programming Languages: Java, HTML, C++, ASP.net, MySQL."
151,723079,"HASHEMITE UNIVERSITY,Hashemite University","SOFTWARE ENGINEERING,Software Engineering","English,Arabic,Arabic Mother tongue,English: Very good at speaking and writing,Italy: Good at speaking and writing","Strong interpersonal skills and effective communication skills including verbal, written and presentation skills in both English and Arabic.,Work diligently and organize throughout the software development lifecycle,Presentation skills,Interpersonal and communication skills.,Good analytical skills,Ability to meet deadlines, performs well under stress,Excellent computer skills.,programming languages 1. Java 2. C++ 3. Database (sql) 4. Work with all Microsoft programs 5. php 6. Basic python persuasion skills Project management SDLC (System Development life cycle) Basic of networks and tcp/ip,A strong background in project management and customer relations."
152,530976,University Of Jordan,Medical Laboratory Science,"Arabic,English","Time management,Documentation and reporting,Computer skills,Specimen handling,Troubleshooting,Collaborative with colleges,Quality control"
153,848302,University of Jordan,Agricultural Engineering,"Arabic (Mother tongue),English (Reading, Writing, and Speaking)","Work under pressure,Fast learner,Multi Task,A good listener,Team Player,Microsoft Office Photoshop"
154,735701,"University of Jordan,Al Ittihad Schools, High School",Marketing,Very good in English,"Hard worker,Willing to learn,Ability to work under pressure,Self-motivation,Team work,Creativity,MS-Windows and Office applications (Most retail versions).,Good in using Microsoft office"
155,716264,"Middlesex university at Dubai,The Ahliyyah Amman University",Marketing,"Arabic; Fluent,English; very good","Project management,Strong decision maker,Analyze customer needs and present value added solutions.,Inspire and excite customers about how firm solutions can impact their lives.,work under stress,flexible,Adaptive,Service-focused,customer service,time management,Very good computer skills (Microsoft word, excel, PowerPoint, office),Can fit into any team."
156,803774,"HASHEMITE UNIVERSITY, ZARQA, JORDAN",Financial,"Arabic: Mother tongue,English: v.good (writing & reading) / good in speaking","Ability to maintain professionalism, Strong attention to details Communication Skills & teamwork personal Effectiveness & Time Management Self-motivated and confident in working independently and as a team member Innovative and creative in problem solving and decision-making"
157,804256,"Al Balqa Applied University,",in Management Information System,Good spoken and written English,"Ability to persuade and communicate with customers,Good computer knowledge,Ability to use Microsoft Office,Ability to speak in public,Ability to work under pressure"
158,414561,Al-Balqa Applied University,"Marketing,Bsc in marketing",Unknown,"Market Strategy,Marketing Tools,? WordPress,Project Management,Multi-mediaMarketing Campaigns,Microsoft Outlook,Constant Contact,Social Media Marketing,General Office Skills,Microsoft Office"
159,564275,Applied Science University -,Business Administration,"Arabic: native language,English : professional (speaking, reading, writing)","Hotel Manager,Operation Management,Social Media Management,Administration,Outstanding organizational, multitasking, and problem-solving abilities.,Social Media Management,Ability to work on time attendance software, calculating attendance times and doing reports on holidays and off days to all staff members.,Flexibility, creativity, originality.,Good knowledge of social media marketing and running facility platforms on the internet,Knowledge of various Health and Safety regulations.,Ability to develop strategies to facilitate growth in businesses.,Work Well in a Team."
160,484152,Hashemite university,Industrial Engineering,"Arabic,English","ERP(Oracle),Excel,Microsoft application,MS project,Minitab,Arena"
161,422020,"The Yarmouk University,",Telecommunications Engineering,"Arabic: Native language,English: good command of (reading, writing, and conversation).","Excellent in Windows versions environments,Excellent in Knowledge of internet and search ability,Excellent in Microsoft Office (Word, Excel, PowerPoint),Excellent customer interaction skills,Effective interpersonal skills,Strong in planning and problem-solving abilities,Enhance productivity through streaming process,Handling projects from planning toexecution,Self-motivated, focused and a passionate Team player,Able to work under pressure and deadlines,Willing to learn and absorb experience,Meet target expectation, understanding, team work, and fast learner,Willing to travel and relocate"
162,822038,AL BALQA APPLIED UNIVERSITY (FACULTY OF ENGINEERING AND TECHNOLOGY),Electrical power engineering,"Arabic,English","MATLAB and Simulink,Microsoft Office,Ability to work within team,Design and simulate solar"
163,872540,Philadelphia University,Marketing,"Arabic .... mother language,English.... very good","? Using canva as pro,? Creating short videos,?Top skills for Marketing Specialist,? Social Media Marketing,? Marketing Strategy,? Social Media,? Digital Marketing,? Advertising,? Online Marketing,? Email Marketing,? Public Relations,? Online Advertising,? Computer skills"
164,836371,Al- Balqa Applied University (BAU),Marketing,"Arabic (Mother Language),English fluent,Filipino fluent","Ability to understand and judge things quickly and clearly.,Learn fast and adapt continuously to new challenges.,Excellent practice in Microsoft Office.,Excellent in solving- problems,Capable to work under pressure and in a structured way.,Ability to work independently and with a team.,-Excellent in negotiation and listening. Creativity."
165,783888,"Applied Science Private University -,Amman Baptist School -",Marketing,Unknown,"Promotional planning Social Media Campaigns Sales tracking Project organization Problem resolution Team management,Supervision,MS Office"
166,722571,"Amman Arab University,Amman Training Collage","Accounting,Accounting","Arabic,English","Microsoft Excel,Microsoft Word,Financial Accounting,Responsible,Data Entry,Team Worker,Adaptable,Accounting,Management,Marketing Skills"
