,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
70,513487,Yarmouk University,Engineering Technology,Good Conversational English,"New sites installation ""A to Z"" for any company or manufactures.,BTS & MICROCELL installation and expansion for HUAWEI and MOTOROLLA,Microwave links installation using (RTN910 and RTN950 modems) and (Andrew dishs ""from .3m to 3m diameter "") with configuration using ""Web LCT program"", and make troubleshoots if needed.,UHF Antenna installation, maintenance, and expansion ""include using (site master) to measure the VSWR "".,Civil works as install DPs & Mounts, Tower maintenance, Shelter build and maintenance, cable tray installation And maintenance,Fiber optic ""good experience"" by taking SDH project in south of Jordan with Zain and self-study as application, history, transmission and receiving, amplifiers, wavelength division multiplexer, types of fiber, attenuation, and ""advantages and disadvantages"",BTS cabinet ""Huawei 3900"" installation with all auxiliary equipment understanding the function of most equipment that include ""as BBU and WMPT cards"". With standard required from ZAIN and Huawei.,Knowledge of Mat lab, C++.,Highly proficient at Access, Excel, Word & Power point."
71,796369,YARMOUK,ELECTRICAL ENGINEERING,"ARABIC: NATIVE,ENGLISH: ADVANCED","Teamwork and Team leadership Superior communication skills Time Management,MS office professional GAIA, DEWAN and AMS systems Google Earth and GIS APPS Problem Solving"
72,514722,Yarmouk University,Communication Engineering,Very Good in English & fluent in Arabic which is my mother tongue language,"Excellent Experience in IP Addressing.,Excellent knowledge in Cabling.,Managing & Configuring Cisco Routers (1700 / 2521/2860/5000) Series.,Managing & Configuring Cisco Switches (2960/3500) Series,Configuring VPN Links.,Configuring Broadband Routers.,Configuring WAN Links such as (DSL / Frame Relay / ISDN/Y-MAX),Configuring & Securing Wireless LANs.,Publishing Local Services.,Managing & Configuring Wireless Technologies (A/B/G/N).,Configuring & Managing Networks running Windows Server 2008/2012 Domains.,Managing NAS (Network Attached Storage).,Overview on MS Exchange Server.,Managing Hosting Accounts and Domain Names.,Managing & Configuring Firewalls such as (ISA Server 2004 / 2006).,Building Network Documentation Documents.,Building User Manuals & Help Tools.,Excellent Knowledge in Computer Hardware / Software.,Very Good in Troubleshooting Problems.,Excellent in Managing Microsoft Operating Systems (7, 8, 10).,Very Good in using the Microsoft Office 2007/2010,Basics of using Apple Mac & Linux PCs.,Self-Motivated.,Excellent in Managing Time.,Very Good Management Skills.,Excellent Presentation Skills.,Good in Team Working.,Works under very high levels of pressure.,Very Good Experience in writing Business Letters, Offers & Proposals in both English & Arabic languages."
73,808356,Applied Science Private University,Electrical Engineering/Communication & Computer,"Arabic:,English:",MATLAB Assembly Arduino AutoCAD C++ Java Microsoft Office
74,785948,Al-Ahliyya Amman University,Networking and Information Security,"Arabic, Mother tongue.,English, very good writing and speaking.","Qualified in CCNA and CCNP Security.,Able to use Splunk SIEM Solutions.,Proficient in using more than one operating system.,Knowledge in more than one programming language.,Organize a workshop on Eve_Ng Network Emulator.,Organize a workshop on Virtualization.,Participated in the universitys open day event."
75,517110,Unknown,Unknown,"Arabic,Engilsh","Communication Skills,Team Work,Hard Work,Problem Solving,Time Management,Using Time Effectively"
76,799868,AL-BALQAA APPLID UNIVERSITY - IRBID,Computer Networking And Telecommunications,Unknown,"C++ TCP/IP, Vtp, VLAN, VMware. Routing & Switching SQL CCNA PMP Fiber To The Home (FTTH) activation & technician Fiber To The Building (FTTB) activation & technician. Voice Over Internet Protocol (VoIP) activation. Oracle Software"
77,809759,AL-BALQAA APPLID UNIVERSITY - IRBID,Computer Networking And Telecommunications,Unknown,"C++ Excellent,SQL Excellent,CCNA Excellent,PMP Very Good"
78,755378,Al-Balqa Applied University/Faculty of Engineering Technology,Computer System and Network Engineering,"Arabic (Mother Language),English (Good Writing, Reading and Speaking)","Work under pressure,Work with team. and interpersonal Skills,Effective Communication,Fast leaner."
79,530471,Princess Sumaya University for Technology,Communication Engineering,"Arabic (Native) | written and speaking.,English (Very good)| written and speaking.","Fortinet and Forti-products: FG, fortiAP, etc.,Veeam backup solutions.,Kaspersky.,Digital marketing and IT Solutions.,Wireless Typologies.,Cisco Systems Products: WLC, AP, Switches, Prime Networking and troubleshooting.,Telecommunications."
80,800319,"Really Great University,Really Great University",BA in Information and cyber security,Unknown,"Project Management,Problem Solving,HTML, CSS,,Java, Python,c++,c#,Sql,"
81,825646,The Hashemite University,computer information systems,"Arabic,English","patience, ambition, working,under pressure and keeping pace With technology constantly.,Assisting clients with their inquiries and questions related to the field of work,Format for computers of all kinds that support Windows,Training customers to use point of sale (POS) software,Adjust program settings to suit customer needs,Computer maintenance, including dismantling and replacing screens, hard drives, and RAM,Maintenance for printers, including changing the head and cutter,Define and change the IP of the devices and between them to connect them with each other,Download all necessary programs for customers to keep in touch with us and the system,Web Design languages:,Programming languages: SQL PHP, HTML, CSS,LAN & WAN ? Prezi,Microsoft Office,Quality Control,Teamwork ? Quick Learner,Communication Skills,Problem Solving"
82,438407,Al-Balqa Applied University/Faculty of Engineering,Computer Engineering,"Arabic (Native),English (Very good)","Confidence, team leadership, team work, social person Ambitious and adaptable to any situation for the job interested Attention to detail, good listener to advice and ideas Responsible, self-learning, hardworking, reliable and able to work hard under pressure"
83,755404,Amman Al-Ahlya University,network and information security,"Arabic: Native Speaker,English: Reading (Excellent), Speaking (Excellent), and Writing (Excellent)","A hard working technical professional.,Excellent problem solving skills.,Ability to prioritize and complete tasks in a timely manner.,Ability to work under pressure and handle multi tasks.,Ability to work well within a team.,Critical thinking and flexible and coordination skills.,Excellent communication skills.,Microsoft windows, Microsoft office ( word, excel.....etc)"
84,695462,Mutah University,Computer Science,"ARABIC,ENGLISH","Building and control panels? PIC - Duration (30),Computer skills and data entry - Duration (30),Digital image processing by MATLAB - Duration (30),Communication skills at work - Duration (30),Microsoft Office Skills.,Ability to work under pressure.,Working as part of a team,Ability to adapt to new environments,Development and programming of Android applications using languages (java/kotlin)"
85,619692,Tafila Technical University,Electronics and Communications Engineering,"Arabic: Native,English: Very good written and spoken","NOC engineer with +4 years of experience in technical support and customer service, Outgoing and detail-oriented, proficient at building and maintaining professional relationships."
86,803704,Al-Balqa Applied University Collega of Engineering,Electrical Power Engineering,"Arabic: Native Language.,? English: Very well in speaking, writing and reading.","PV Project Engineer.,PV Design Engineer.,Sales Engineer.,Installation of PV Systems.,PV Systems Testing and commissioning.,Dealing with the commissioing problems and find appropriate solutions.,Calibration of Monitoring and testing electrical devices and weather station sensors."
87,817822,"Balqa Applied University, Engineering Technology College",Communications and Electrical Engineering,"Arabic Mother Tongue -,English - Proficiently in Reading, Speaking and Writing",Autocad
88,754894,AL-BALQA APPLIED UNIVERSITY,B.SC. COMPUTER ENGINEERING,"Arabic :Excellent,English :Excellent","proficient in Microsoft Word and PowerPoint.,Computer and technology knowledge.,Knowledge in AutoCAD.,Programming languages: C++,Assembly.,Very good in OOP and data structure.,Oracle Data base Knowledge :SQL.,Knowledge in networks: CCNA course."
89,696224,Al-Balqa applied university -,Mechanical Engineering,"Arabic,English","Extremely eager on learning new skills and experience,Strong interest in new technologies and how they function,Excellent analytical and communication skills"
90,403515,"Mutah University,lakan AlMaliah",Communication and networking Engineer,"Arabic Native Language,English - Good speaking - Excellent writing and reading","Microsoft Windows Servers (2003, 2008, 2012, 2016) installation and configuration, Microsoft cluster services administration and configuration, Microsoft Windows XP, 7, 8.1,10 client installation and configuration. Microsoft Exchange server 2013 administration and configuration. Microsoft Domain Controller (2003, 2012) administration and configuration including: Active directory, DNS, DHCP. Manage all Hyper-v servers. Citrix System. Microsoft files and print server administration and configuration. Anti-virus Server administration and configuration. LAN Knowledge, Networking Knowledge, Network Hardware Configuration, Network Maintenance, Network Performance Tuning. Basic of Linux and UNIX system. Backup Systems. Helpdesk system built on ITIL Standard. DVR & Cameras Configurations CCTV Finger print systems. Power Generator and UPS systems.,Customers assistance,Quick learner,Complex proplem solver,Wide knowledge in computer software installing,Work under pressure,Innovative"
91,820888,"Balqaa applied university,AL-Balqa Applied University",Computer Systems and Networks Engineer,"ARABIC,ENGLISH","Hardworking,Work with team Work under pressure Communications skills"
92,773948,"Yarmouk University,","Communication Engineering,",Unknown,"Engaged with Cisco Technologies for networking hardware, and services. Managed Cisco configuration tool ""CCW"" and outlined designs according to client needs. Open Deals and get the Vendor discount. Solution design activates. Customer, vendor, and Distributor Engagements and negotiation skills. Help customers in preparing RFP, build the budget that meet their requirements.,good technical and Networking skills,Communication skills,Problem Solving skills,Ability to work as a team,Sales skills,Clients and vendors facing skills,Negotiation skills"
93,819910,Khulna University of Engineering and Technology (KUET).,Electrical and Electronic Engineering,"Bengali,English","IGP: Extensive hands-on working and troubleshooting experiences in OSPFv2 (Multi area, Multi process, virtual link, Sham link, LSA, route summarization, reference bandwidth, route filtering), IS-IS (Multi Level, Multi Instance, CLNS address, route filtering), OSPFv3, EIGRP & RIP. BGP: iBGP & eBGP configuration & troubleshooting. Different BGP attributes (Weight, Local Preference, MED, AS path pre-pending, Community etc) to manipulate best path selection process. Hierarchal Route reflector (RR) design for BGP route propagation.,Clear understanding on MPLS header and labels (transport label, VPN label). Signaling protocol: LDP, RSVP, BGP-LU configuration and trouble shooting. MP-BGP configuration& troubleshooting. VPN services: L3-VPN within the Autonomous System and between two Autonomous systems, L2ckt, L2VPN, VPLS, SATOP for TDM services. Protection: FRR (Node/Link protection), explicit MPLS LSP, R-LFA, LFA, BFD. Have understanding on Segment Routing.,VLAN (801.Q), QinQ (802.ad), Private VLAN, LACP (802.3ad), VTP, QoS (802.1P). Protection: STP (PVSTP, PVSTP+), RSTP, MSTP, ERP. Security: CAM table protect, Different STP/RSTP security, DHCP snooping, VLAN hopping attack & port security.,Hands-on working experience on Juniper SRX and Cisco ASA firewall. Security zones, Zone based policy, NAT & Port forwarding. Virtual firewall configuration and troubleshooting. Web filtering and Anti-Virus gateway. Site to Site IPSec VPN & Remote access VPN configuration and troubleshooting.,VRRP, HSRP & GLBP protocols configuring and troubleshooting experience.,Firewall Active/Standby failover configuring and troubleshooting experience.,PTP sync design.,Boundary clock, transparent clock and ordinary clock.,PTP related Datacom device configuration.,PTP over IP and PTP over Ethernet."
94,411693,Damascus University - Syria,Unknown,"English,Arabic,German","SQL Querying, and Optimizing.,Task Automation using Python scripts.,Windows Server and Virtual Machines management.,Network & Firewalls Management.,Full-Stack Web Development.,VOIP Server Administration.,Python,MS SQL Server,Web Development,Visual Basic for Applications,MS Office Suite,Databases and SQL for Data Science, IBM.,Python Development Course.,Google IT Automation with Python.,CCNA Switching and Routing.,Web Development Bootcamp."
95,550445,Zarqa University - Faculty of Information Technology,Information Technology in Computer Information System (CIS),Native English,"Microsoft Office - Outlook - Problem Solving - Team Work - Work under pressure,Image Editing Adobe Photoshop,Product Advertising Magento"
96,818903,"German Jordanian University (GJU), Amman, Jordan,Magdeburg-Stendal University of Applied Sciences, Magdeburg, Germany",Energy Engineering,"Arabic,English,German","Design of PV projects using SolarEdge and KWIX,Conducting renewable energy and energy efficiency studies,Support in energy audit,MS-Office,AutoCad,MATLAB,PSIM,Ltspice,PVSYST,DIAlux,SolarEdge,KWIX,SketchUp"
97,676130,(Balqa Applied University),Communication technology engineering Bachelor Degree,"Arabic,English","I got the CCNA course in PSUT University,I got the ICDL certificate.,I got an Arduino course certificate,Excellent in computer application,Good interpersonal skills and communication.,I trained in the Greater Amman Municipality / Wireless Communications Department"
98,599229,"Al Balqaa Applied University, Faculty of Engineering Technology",Computer Systems and Networking Engineering,"Arabic (native),English (very good)","Configure switches and end devices to provide access to local and remote network resources. Configure routers to enable end-to-end connectivity between remote devices. Configure VLANs and Inter-VLAN routing applying security best practices. Configure redundancy on a switched network using STP and EtherChannel. Configure WLANs using a WLC and L2 security best practices. Configure IPv4 and IPv6 statice and dynamic routing on routers.,Dedication,Fast learner,Effective leadership skills"
99,823212,"The University of Jordan,",Computer Science,Unknown,"Wan routing protocols: OSPF, EIGRP, BGP and RIP. Wan technologies: MPLS, VPN, DMVPN. And NAT. LAN technologies: STP, PVST, Ether-Channel, ARP and DHCP. LAN redundancy VRRP and HSRP. Experience in all switches models (2960, 3560, 3750, 3850,3650, 4500, 6500,9500,9300,9200) and Supervisor (1, 1a, 2, 32, 720, RSP720, Sup2t, Sup6t). Experience in all SDWAN technologies like OMP, cloud-on ramp, DIA, and all transport and service level. Troubleshooting and implementing SDWAN controllers (vManage, vBond, vSmart). Experience with all edges model (vedge 100, vedge 1000, vedge 2000, vedge 5000, vedge cloud ISR1100, ISR4000, CSR 1000v). Experience in certification installation on all modes. Experience in centralized policy, localized policy and templates. Worked on multiple projects to implement sdwan solution form scratch. Experience in vmanage neo4j, cluster and Disaster recovery."
100,819117,"AL-Hussein Bin Talal University,",Electrical Engineering,"English,Arabic","Adapts well to changing processes and very eager to contribute to your company,Advanced English and Arabic skills in both, speaking and writing. Excellent computer skills.,Responsible for sales, dealing with customers and supplies."
101,754928,Al-Ahliyya Amman University,Networking and Information Security,"Arabic,English","Ethical Hacking Advanced Internet Protocols Networks Management Information Security Networks Programming Digital Forensics Encryption Theory Cloud Computing & Security Wireless Networks & Security,Thorough knowledge and understanding of TCP/IP protocol, OSPF, RIP, EIGRP, BGP NAT DHCP, DNS, DHCP Relay Agent, IPv4, IPV6, VPN, ACL, MPLS, LDAP, Kerberos, RADIUS, TACACS+, IGMP, ICMP, Subnetting, VLSM. Securing threats and vulnerabilities of networks, Ability to secure the system from hackers. Knowledge of common scanning tools such as Tenable Nessus and Nmap Firm. Strong cyber security, computer networking, operating system and desktop skills. Technical Support Professional in Computer Software and Hardware maintenance, Technical support Windows 7, Windows 8 Active directory, Windows 10, Windows Server 2016, Linux, Linux system Commands."
102,805300,University Of Jordan,B.A. IN ELECTRICAL ENGINEERING,"Arabic,English","Electrical contracting Experience in the field of home engineering installations and reading plans and home checks from problems of home consumption and its causes.,C++ PROGRAMMING NETWORK EMBEDDED SYSTEMS AUTOCAD MATLAB MICROSOFT OFFICE . ARDUINO,Good Communication Written Oral.,Problem Solver,Corporative With A Leader Personality,Good Team Worker,Excellent Conceptual And Analytical.,Good Team Worker,Quick Learner,Strategic Planning"
103,818619,Tafila Technical University - Faculty of Engineering.,Electrical Power & Machine Engineering,"Arabic: Mather Tongue,English: Good in Speaking and Writing","AUTOCAD.,Excellent in Microsoft Office Tools.,MATLAB (Simulink) [Self-learning] .,PLC Programming with SIMATIC STEP7.,Excellent Communication & Presentation Skills,Enjoy The Team Spirit and Great Ability To Work in a Team,Ability to Learn Quickly & Meet Deadlines,Hard Worker & Take Responsibility"
104,418938,Yarmouk University,Electrical Engineering,"Arabic,English","Autocad,MATLAB,Microsoft office,Driving license,Pyhton,C++,Self-learning using available resources,Very Good verbal and written communication skills in English,Ability to Work Under Pressure,Excellent troubleshooter,The ability to handle multiple issues in the most effective way"
105,735545,Al-Balqa Applied University (BAU),Software Engineering,Unknown,"Excellent MS-office command Exceptional communication and networking skills Successful working in a team environment, as well as independently The ability to work under pressure and multi-task The ability to follow instructions and deliver quality results Computer programming"
106,820999,"Mutah University,,Al-Hasania Secondary School",Electrical Engineering - Communications,English ?,"An active listener,Can work well on own initiative.,Reliable and able to work hard under pressure.,Able to take leadership appropriately.,Microsoft Excel,Microsoft Word,AutoCAD"
107,816925,Jordan University of Science and Technology (JUST),Network Engineering and Security,"Arabic,English","Packet tracer, Wireshark, Nmap, Snort,Windows, Linux,Python, c/c++, html/CSS,DNS, DHCP, TCP, UDP, RIP, OSPF, HTTP. Etc,Quick Learn,Self-Management,Teamwork,Confidence,Flexibility,Hard Work,Problem Solving"
108,818847,"Yarmouk University,Hashemite University","Wireless Communication Engineering.,Electrical and Computer Engineering.","Arabic | Mother tongue.,English | Very good.","Computer and programming skills Lego EV3 and robotics design MATLB and Python softwares Arduino programming. Familiar with LABVIEW Microsoft Visual Studio, Word, Excel, Visio and Power Point. Good using Cisco Packet Tracer and GNS 3. Very good experience in hardware and maintenance for PCs and printers, (A+ course). Excellent communication skills. Can work under pressure. Strong Management & Planning Skills. Initiative, motivated and target oriented. Ability of quick learning and adapting. Working either individually or in team works."
109,707869,Yarmouk University,Communication Engineering,"Arabic,English","Computer Science (Word, Excel,...),Communication Skills Team Worker,Problem Solver,Work under pressure,Time management,Multitasking,Statistical Analysis,Critical Thinking,Quality Standards,C++,Python,Matlab"
110,581885,Unknown,Telecommunication Technology Engineering,"Arabic: Native Language,English: Very Good","Team work,Communication skills,Team Leader,Team Building,Time Management,Always develops myself,Multi-task,Handling Pressure,Telecommunication knowledge,Networking knowledge,Computer skills,Microsoft Office Programs,Research Abilities,Teaching,Management the Social Media pages"
111,737934,Jordan University of Science and Technology,Network Engineering and Security,Unknown,"Security Technology Software LANS,C++/C Wireshark Packet tracer Android studio,Network systems installation Data backups Network security oversight Network repairs and maintenance Analysis. Effective communication Hardware knowledge System upgrades"
112,687787,YARMOUK University,"Communication Engineering,","German,Arabic: Native,,English: Fluent,,German: Level B1","WORK UNDER PRESSURE,C++, MATLAB, AUTOCAD,SOLUTION PROVIDING,TIME MANAGEMENT,TEAM WORKING,MICROSOFT OFFICE,COMMUNICATION"
113,800922,Al Balqa Applied University/2021,Computer Systems & Networks Engineering,"ARABIC NATIVE,ENGLISH","Networking.,Troubleshooting.,Security.,Monoitoring.,Linux OS.,Fast learner.,Team work,Virtualization."
114,764662,Al-Hussein Technical University (HTU),Electrical Engineering,"Arabic,English","Microsoft Tools,Performance Monitoring,Project Mangment,AutoCAD"
115,730978,Yarmouk University,Electronics Engineering,"Arabic,English","Strong knowledge of CCNA skills,PIC C language level(4),C++ Language level(5),Lt spice simulation level(4),PROTEUS simulation level (4),Multisem simulation level (4),Microsoft level (4),PCB designer level (3),Arduino language level (4),TCP/IP and IPv6,Packet Tracer simulation,GNS3 Emulators"
116,435349,"University of Jordan,Al-Hussein Technical University",Computer Engineering,"Arabic,English","Kali Linux,C++,SQL,C#,OOP,Web Page Design,MVC,MsOffice,Hard Worker,Flexibility,Quick learner,Time Management,Teamwork,Leadership"
117,419778,The Hashemite University,Computer Information Systems,"Arabic,English","Problem solving,Troubleshooting,CISCO Systems products,Unified computing systems,CCNA,Routing,Network Fundementals,CISCO IOS,A+,Switching"
118,422569,Al-Balqa Applied University /Al-Husson University College,Communication and Software Engineering,"Arabic (Mother Language),English (Good Writing, Reading, and Speaking)","Ability to communicate and interact withothers.,Ability to work under pressure.,Ability to persuade and negotiate.,Analysis and problem solvingskills.,Creative and openness for innovationand capability to implement bestpractices.,Data Analysis.,Resource Management.,Excellent command of Englishlanguage."
119,550389,"Tafilah Technical University (TTU), Tafilah-Jordan,Jubilee school, Amman-Jordan",electrical power engineering,"Arabic-Fluent,English-IELTS score 5.5(B2 Level)","Using Microsoft Office programs,MATLAB,AUTOCAD,Making calculation on electric circuits,Negotiation,Ability to Judgment and Decision Making,Time Management,Work under pressure"
120,817660,Philadelphia University,Electrical Engineering,"Arabic Native,English: Good","(PLC),AutoCAD,Microsoft office,Communication Skills & Teamwork.,Self-motivated and confident in working independently and as a team member.,Strong attention to details.,Personal Effectiveness & Time Management . Leadership Skills.,Flexibility"
121,741627,The Hashemite University,Mechanical Engineer,Unknown,"Microsoft office (excel, power point, word),IELTS Certificate (For English level),Adapt to a fast working environment,Analytical and communication skills,Certify of Presenting Social TV Programs from International Academy of Arts, Media and Creativity (IAAMC),Good knowledge in Cisco Certified Network Associate (CCNA) and Networking (self-study) and I am ready to take the exam (CCNA 200-301)."
122,544279,Al-Balqa Applied University / Faculty of Engineering,Network Engineering,"English Good.,Arabic Mother Tongue.","Data Analytics, and Visualization.,Database, and Data Preparation.,Research, and Self Learning Skills.,Analytical Skills.,CCNA"
123,818024,Hashemite University,BSc in Computer Science,"Arabic language,English language","Network Troubleshooting,Computer Skills knowledge such as Microsoft office,A good knowledge in pc Hardware component and troubleshoot problem,Ability to Work in a Team,Customer Service support"
124,811563,Jordan University of Science and Technology,Network Engineering and Security,"Arabic,English","C/C++, Python,Linux, Windows,Software (Packet tracer, Wireshark, Snort, Nmap),TCP/IP model, and its core protocols: (OSPF, DNS, SNMP, HTTP, etc.),Schematic & PCB Design,Problem Solving,Flexibility,Research,Leadership,Confidence"
125,808544,"(Bau) Balqa Applied University, Faquly Of Engineering",Electrical Engineering/Power,"Arabic: Mother Tongue,English: Excellent","MATLAB Electrical Engineering,Sketch-Up,Microsoft Office.,Multisim"
126,638893,AL-ALBAYT UNIVERSITY,COMPUTER SCIENCE,"ARABIC : NATIVE LANGUAGE.,ENGLISH: VERY GOOD COMMAND IN SPEAKING AND READING AND WRITING.","GOOD TIME MANAGEMENT,IWORK UNDER PRESSURE.,I LEARN QUICKLY.,TEAM WORK.,SALES & MARKETING.,CONTENT MODERATOR.,USING MICROSOFT OFFICE,ELECTRICAL APPLIANCE REPAIR."
127,612696,Unknown,Telecommunications Engineering,"Arabic,English,Chinese (Beginner)","2G, 3G, 4G, 5G Architecture IP Networking & Tools Troubleshooting Cloud Computing Big Data Tools MATLAB Multisim Python MS Tools"
128,753801,"The Hashmite University,",COMPUTER SCIENCE AND APPLICATIONS,"Arabic (Native), English (Fluent).","Fast Learning. Future Focused. Creativity and Critical Thinking. Problem-solving.,Programming: Python, Java, JavaScript, C++. Software: Photoshop, illustrator, After Effects, premiere, Vegas. 85+ WPM."
129,760255,Zarqa Private University,software engineering,"Arabic,English,Deutsch","Communication Skills.,Strong Networking skills, High ability to build and sustain relationships.,Good Interpersonal Skills.,Leadership & Good Team Working Skills.,Enthusiastic.,Creative.,Competent user of : Microsoft Office tools (Microsoft Word, Excel, Power Point & Access).,Familiar with photoshop CC2016.,Internet & the Emails writing skills.,java,C#,MYSQL,HTML, CSS, JavaScript, JQuery, JSON & BootStrap,Manage Activitie Directory."
130,754844,Jadara University,Software engineering,"Arabic, Native,English, Very Good","Microsoft office, very Good,C#, Very Good,Network, Very Good,java, Good,C++, Good"
131,819459,University of Jordan / Faculty of Engineering,Mechatronics Engineering,"Arabic,English","Electrical and Mechanical Maintenance Operating.,Computer Maintenance,AUTOCAD,MATLAB,MS Office,Proteus 8 Professional,CNC Simulator Pro,MPLAB IDE v8.92,Logix Pro,Hard Working.,Team Worker.,Effective Communication and Interpersonal Skills.,Able to grasp new concepts quickly and efficiently.,Adaptable,Flexible -- Willing to try new things, adapting with different work conditions and projects requirements while improving efficiency on assigned tasks..,Excellent verbal and written communication skill"
132,756772,Jarash University,Computer Networking,"Arabic,English","Skilled multitasker,Maintenance and repairs,FAQ updating,Network support,Overcoming problems or issues,Self-motivated,Well organized,Strong verbal communication,Process implementation,Microsoft Office"
133,825694,Yarmouk University,Electrical Power Engineering,"Arabic: Native,English: Good","Data entry,Self-Learning,Public Speaking,customer service,Dealing with customers,Hard Worke,Teamwork"
134,825697,"Jordan University of Science and Technology,","Electrical Engineer,Electrical Engineering/power and control","Arabic,English","Working knowledge of programming language C++.,Highly proficient at Access, Excel, Word & PowerPoint. Knowledge of AutoCAD,Matlab,Arduino,Developed ability to produce reports and presentations to a professional standard.,Proficient in assessing data and formulating solutions.,Effective at time management and prioritizing tasks to achieve deadlines.,Strong team working, leadership and communication skills.,Conversational Arabic (native speaker) and English (very good)"
135,407823,University-jordan.,Engineering of Communication and Electronic,Native Arabic and Fluent English (Spoken & Written).,"Technical skills The OSI & TCP/IP models, Frame Relay, MPLS. Cisco router and switch. IP Addressing, subnetting, Acls, VLAN, NAT, PAT. Network connectivity troubleshooting ping, tracert, telnet. TCP/IP Protocol: DNS, SMTP, DHCP, HTTP, FTP, SNMP, TCP, UDP,IP, ARP, ICMP. Routing protocol: RIP v1/v2, IGRP,EIGRP, BGP, OSPF. Wirshark, GNS3, Packet Tracer, troubleshooting Microsoft Office (outlook, excel, word). Security: Firewall, DMZ, IPM, IDM, VRRP, HSPR, GLBP F-Secure end point security solution. VPN IPSec, SSL, L2tp, PPTP. Wifi technologies.802.11/WLAN technology. Voice Over IP (VoIP) Technology. CCTV System. UCaas Technology. Active Directory. Cisco ISE. Analytics and Troubleshooting. Interpersonal skills ?Microsoft office utilities (excel, word, access and power point).,Good communication skills. Team work oriented Ability to work under pressure. Self-learning skills Familiar with all computerized system and prepare computer."
136,745339,"ALBALQAA APPLIED UNIVERSITY, FACULTY OF ENGINEERING",electrical power engineering,Unknown,"Proficient in finding and resolving malfunctions, using exceptional technical and communication skills.,Ability to express technical concepts clearly where appropriate.,An effective communicator with excellent interpersonal, logical thinking & analytical abilities.,Excellent communication skills.,Professional attitude towards work.,ICDL,MATLAB,MULTI SIM,AUTO-CAD,ELECTRICAL,INSTALLATION,DIAGRAM,HOME,INSTALLATIONS"
137,414619,Alzaytoonah University Of University,Computer and Communications Engineering,English,"Computer Networks (CCNA) use Packet tracer and Wireshark,Participated in lunching Alzytoonah IEEE branch which expanded my communication skills Expanded my programming skills and computer network written and verbal communication knowledge while using different open source platforms such as (udemy, coursera, edx and netacad)"
138,809447,University of Jordan,Electrical Engineering/General,"Arabic,English","Excellent knowledge: RAN, Core Network, CCNA, Fiber Optics, Mobile Technologies (GSM, 3G, 4G), Cloud Computing, Antennas, Digital Communication.,Entry Level Experience: Linux, Cisco UCS C-Series Server, Nexus 9k Switches, Cisco devices configuration.,Programming: C++, Assembly, MATLAB, Verilog HDL.,Software: Microsoft (Office, Excel), HFSS, Atoll, Multisim, AutoCAD, SketchUp, HOMER, PVsyst.,Communication, Self-Learning, Fast-Learning."
139,823612,Yarmouk University,Communications Engineering,"Arabic (Native speaker),English (Good)",Good Knowledge in Data structure and algorithms (C++) Good Knowledge in MATLAB Word/Excel/ LATTEX / Circuit Maker Effective Communication Problem solving Excellent team worker Fast learning High stamina to work under pressure
140,809171,Al Ain University,COMPUTER ENGINEERING,"Arabic,English","Database 90%,CISCO Switches Configuration 80%,Operating Systems 95%,Microsoft Vitual Studio 100%,Microsoft Office 100%,Computer Graphics 100%,Photoshop 70%"
141,824441,University of Jordan,Mechatronics Engineering,"Arabic | Native language |,English | very good |","Quick learner.,Hard worker.,Good Communication skills.,Good Teamwork skills.,Able to work under pressure.,Eager to learn new things.,MS Office,Auto CAD,MATLAB,Electronics Circuits Simulation,CNC software"
142,699796,Eastern Mediterranean University,"ELECTRICAL & ELECTRONIC ENGINEERING,Electrical and Electronics Engineering","Arabic,English,Turkish","Customer Relations,Team Player,Time Management,Problem Solving,Fast Learner,Self-Motivated,Project Planning,Strong diagnostic skills with electronics and X-RAY devices,Software Installation,Electrical Wiring,Electronics soldering,Devices installations,C Language,Microsoft Word,Microsoft PowerPoint,Python,Perfect Field services and devices installation,Public Speaking,Presentation Skills,Self-Confident,Product advertising skills,Open to new techs and fast learner.,Employee training"
143,577820,Al-Balqa Applied University,Network and Computer Engineering,Unknown,Unknown
144,505351,Yarmouk University,Communications Engineering,"Arabic (Mother language).,English (good speaking, writing and reading).","configure VoIP networks,install and configure TeleFinity call center,,call recording, IVR and billing systems.,recommend VoIP solution for short, long range Projects.,Working on Windows server 2019 less,Provide documentation, training, and guidance for each project during handover matching physical environment.,monitor systems performance, software and hardware upgrades, backups, tracing problems and maintenance.,Analyze data and submit report by SQL.,Inter-price projects, Price order invoice,,Distribution of work teams, Mange teams,,Material handling issues, Coordination and communication with customers, Technical support,Manage data services MDS.,FTTH Project for orange company.,Acquisition and audit of electricity meters.,2G,3G Projects ZTE equipment at Umniah company.,Installation, Configuration, Mange team,,Tracking root service and Maintenance,,Technical support,Manage data services MDS.,Installation, Configuration, Team leader,Manage data services MDS,Microsoft Office,Strong team working and analytical thinking.,Leadership, strong personality and supervisory skills.,Ability to work under pressure and tight deadlines."
