EMPLOYEE_ID,CURRENT_DEPARTMENT,CURRENT_JOB_TITLE,PREVIOUS_DEPARTMENT,PREVIOUS_JOB_TITLE,COURSE,DATE,SKILL
Employee_296,Engineering,RAN Planning Engineer Senior Professional,,RAN  Planning  Engineer,"Ready, Set, Future! Introduction to Futures Thinking",2022-01-05T08:34:35.000Z
Employee_283,Enterprise Business,SMEs/SOHOs Account's Senior Team Member,,SMEs/SOHOs  Account's Manager TM,Write Professional Emails in English,2021-11-23T07:34:33.000Z
Employee_297,Legal & Regulatory Affairs,Regulatory Affairs Senior Specialist,Legal & Regulatory Affairs,Regulatory Affairs Expert,Practices of Digital Transformation,2021-11-06T19:02:57.000Z
Employee_298,Technology and Digital Innovation,Front End Developer Senior Team Member,Technology and Digital Innovation,Front End Developer Team Member,Getting started with Flutter Development,2023-09-05T06:34:01.000Z
Employee_286,Technology and Digital Innovation,,Technology and Digital Innovation,RPA Developer,Deep Learning and Reinforcement Learning,2022-10-03T11:52:12.000Z
Employee_31,Finance,Commercial Procurement Professional,Finance,Procurement Team Member,Project Planning and Execution,2023-07-09T09:29:50.000Z
Employee_299,Engineering,RAN Planning Senior Division Leader,Engineering,RAN Planning Team Leader,Getting Started with Leadership,2023-07-20T17:22:46.000Z
Employee_300,,,Consumer Business,Galleria Mall Consumer Sales Consultant AT,Data Structures,2021-11-24T13:50:30.000Z
Employee_301,Engineering,,Engineering,Regional Tower Technician,"Speak English Professionally: In Person, Online & On the Phone",2023-06-07T13:08:56.000Z
Employee_183,Consumer Business,,,CVM & Base Management Team Member,Data Management and Visualization,2022-06-18T14:28:45.000Z
Employee_302,Consumer Business,Prepaid MBB Senior Specialist,,Prepaid GSM & MBB Team Leader TLT,Teamwork Skills: Communicating Effectively in Groups,2023-10-30T13:36:26.000Z
Employee_303,Technology and Digital Innovation,Integration Team Member,Technology and Digital Innovation,Integration Team Member,Scrum Master Certification: Scrum Methodologies,2023-06-29T13:40:58.000Z
Employee_304,Consumer Business,CVM Campaigns Management & Prepaid CX Professional,,Customer Experience Team Member,Qualitative Data Collection Methods,2022-07-29T11:48:51.000Z
Employee_305,Engineering,IP & Enterprise Tower Technician Senior Professional,,RAN Technician,"Speak English Professionally: In Person, Online & On the Phone",2023-05-31T09:24:51.000Z
Employee_72,Engineering,Transmission Enterprise solutions Engineer Team Member,Engineering,Transmission Enterprise solutions Engineer,Fundamentals of Project Planning and Management,2023-08-20T05:58:04.000Z
Employee_306,Engineering,Performance & Quality Senior Division Leader,Engineering,Performance & Quality Team Leader,Databases and SQL for Data Science with Python,2021-11-25T11:07:13.000Z
Employee_190,Consumer Business,Sales Development Account Professional,Consumer Business,Sales Development Account Manager PR,"Identifying, Attracting, and Growing Your Digital Audience",2022-02-09T22:35:13.000Z
Employee_215,Technology and Digital Innovation,SAN & UNIX Team Member,Technology and Digital Innovation,SAN & UNIX Team Member TM,Architecting Solutions on AWS,2023-09-24T08:36:10.000Z
Employee_307,Engineering,Enterprise Business Development Analyst - Professional,Engineering,Project Implementation Civil Engineer TM,Simulation Skills: This is Your Brain on the Future,2022-08-04T13:23:27.000Z
Employee_308,Enterprise Business,SME's & SOHO's Manager,Enterprise Business,Key Account's Manager ET,Business Metrics for Data-Driven Companies,2022-09-29T06:03:50.000Z
Employee_309,Commercial Support Department,Enterprise & Home Internet Complaints Engineer Senior Professional,Commercial Support Department,Help Desk Broadband Team Member,Inspiring and Motivating Individuals,2023-07-03T12:25:30.000Z
Employee_226,Enterprise Business,Enterprise Marketing Solutions Senior Professional,Enterprise Business,Enterprise Marketing Solutions Team Member,Digital Transformation,2021-10-31T08:40:17.000Z
Employee_310,Commercial Support Department,Telesales Support Division Leader,Commercial Support Department,Telesales Intelligence & Reporting Team Member,Business Writing,2022-05-04T17:48:04.000Z
Employee_311,Finance,,,Logistics Team Leader TLT,Organizational Behavior: How to Manage People,2023-03-03T18:11:51.000Z
Employee_237,Human Resources and Administration,HR Operations Team Member,Human Resources and Administration,HR Communications and Youth Team Member,Building Your Leadership Skills,2022-10-30T13:07:50.000Z
Employee_312,Commercial Support Department,Workforce Management & Optimization Manager,Commercial Support Department,Help Desk GSM Team Leader,Business Writing,2022-05-24T13:11:17.000Z
Employee_313,Commercial Support Department,Customer Service Training Professional,Commercial Support Department,Customer Service Center Inbound Team Head ,Hiring Practices,2023-05-29T22:28:42.000Z
Employee_37,Engineering,Core Network Switching Engineer Professional,Engineering,Core Network Switching Engineer,Introduction to Data Analytics,2022-09-05T07:05:02.000Z
Employee_314,Enterprise Business,Enterprise & SMEs/SOHOs Sales Senior Manager,,SMEs/SOHOs  Sales Manager M,Introduction to Data Analytics,2021-10-17T13:42:51.000Z
Employee_315,Consumer Business,Outdoor VIP Accounts Senior Division Leader,Consumer Business,VIP Account's Manager (Outdoor Darak) TL,Building Your Leadership Skills,2021-11-04T09:40:21.000Z
Employee_316,,,,NOC Operator,Introduction to Data Analytics,2021-11-05T03:09:22.000Z
Employee_86,Engineering,FTTX Specialist,Engineering,Transmission Engineer Transport TM,Excel Basics for Data Analysis,2022-04-04T17:19:52.000Z
Employee_317,,,,Learning & Development Professional,Getting Started with Power BI Desktop,2021-08-22T11:43:09.000Z
Employee_318,Finance,General Ledger Professional,Finance,Accounts Receivable Team Member,Applying Data Analytics in Accounting,2023-06-12T08:05:26.000Z
Employee_319,Commercial Support Department,Customer Care Executive Manager,Commercial Support Department,Head of Customer Care,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",2021-12-01T07:34:24.000Z
Employee_320,Commercial Support Department,Telesales Division Leader,,Consumer Services Collection Professional,Inspiring and Motivating Individuals,2023-07-20T05:28:19.000Z
Employee_107,Commercial Support Department,Enterprise & Home Internet Complaints Engineer Team Member,Commercial Support Department,Help Desk Enterprise Helper Team Member TM,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",2022-07-07T20:02:21.000Z
Employee_321,Commercial Support Department,Commercial Support & Contact Center Quality Of Service Division Leader,Commercial Support Department,Support Unit Team Member,Just Reading and Writing English 2,2022-08-22T16:28:57.000Z
Employee_322,Consumer Business,VIP Account's (Darak) Senior Team Member,Consumer Business,VIP Account's Manager (Darak) TM,Sales Training: Sales Team Management,2023-04-24T05:51:32.000Z
Employee_115,"Governance, Risk, and Compliance",,,Enterprise Risk Management Intern,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery	",2021-09-06T16:00:50.000Z
Employee_323,Consumer Business,Sales Development Account Team Member,Consumer Business,Sales Development Account Manager TM,Foundations of Digital Marketing and E-commerce,2023-09-23T11:52:10.000Z
Employee_184,Consumer Business,Distribution & System Support Senior Team Member,Commercial Support Department,Customer Service Advisor PT,Research Report: Delivering Insights,2023-05-16T12:58:09.000Z
Employee_324,Consumer Business,System Development & Support Senior Division Leader,Consumer Business,System Development & Support Team Member,Introduction to Data Analytics,2022-10-09T20:25:28.000Z
Employee_325,Enterprise Business,Enterprise Presales Senior Professional,Enterprise Business,Enterprise Presales Professional,Digital Transformation,2022-05-16T07:56:44.000Z
Employee_326,Enterprise Business,Sales Back Office - Corporate Professional,Enterprise Business,Sales Back Office - Corporate PR,Public Speaking Skills,2023-09-06T12:29:16.000Z
Employee_14,Technology and Digital Innovation,Quality Assurance Senior Team Member,Technology and Digital Innovation,Quality Assurance Team Member,Introduction to Automated Analysis,2023-05-13T11:00:26.000Z
Employee_304,Consumer Business,CVM Campaigns Management & Prepaid CX Professional,,Customer Experience Team Member,Business Metrics for Data-Driven Companies,2022-07-20T18:45:54.000Z
Employee_279,,,,Customer Experience Manager,Qualitative Research,2022-04-06T17:26:31.000Z
Employee_292,Technology and Digital Innovation,Enterprise Applications Senior Specialist,,CRM & Business Analyst Expert,Digital Transformation,2022-08-22T15:21:17.000Z
Employee_9,,,,CVM & Base Management Team Member,Managing Data Analysis,2022-06-21T19:34:23.000Z
Employee_85,Engineering,RAN Optimization Engineer Senior Team Member,Engineering,RAN Optimization Engineer,Using Databases with Python,2022-12-27T05:01:46.000Z
Employee_16,Human Resources and Administration,Day Care Center Care Giver Senior Professional,Human Resources and Administration,Day Care Center Care Giver,"Speak English Professionally: In Person, Online & On the Phone",2021-09-28T13:47:34.000Z
Employee_327,Engineering,,Engineering,RAN Optimization Engineer,Using Python to Access Web Data,2022-12-13T08:24:22.000Z
Employee_22,Data Analytics & AI,Business Analytics & AI Department Assisstant Specialist,,Data Analysis & Commission Team Leader TLT,Creating Dashboards and Storytelling with Tableau,2023-10-10T07:39:24.000Z
Employee_174,Enterprise Business,Key Account's Specialist,,Key Account's  Manager TLT,Introduction to Business Analytics: Communicating with Data ,2023-08-31T03:46:37.000Z
Employee_328,Technology and Digital Innovation,System Administrator Professional,,System Administrator Team Member,"Cloud Virtualization, Containers and APIs",2023-11-18T16:07:39.000Z
Employee_329,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Professional,Commercial Support Department,Help Desk GSM Professional,Successful Presentation,2022-04-17T18:49:19.000Z
Employee_330,Data Analytics & AI,PMO Division Leader,Data Analytics & AI,PMO Team Leader.,Data Science Methodology,2023-07-05T13:28:18.000Z
Employee_196,Engineering,RAN Optimization Engineer PT,Engineering,RAN Optimization Engineer PT,Programming for Everybody (Getting Started with Python),2022-11-28T14:57:50.000Z
Employee_331,Corporate Communications and Sustainability,CER Team Member,,CER Team Member /Zinc,ط¥ط¯ط§ط±ط© ط§ظ„ظ…ط¹ط±ظپط© | Knowledge Management,2023-12-13T11:47:18.000Z
Employee_332,Human Resources and Administration,Day Care Center Care Giver PT,Human Resources and Administration,Day Care Center Care Giver PT,The Science of Well-Being,2024-01-31T12:57:33.000Z
Employee_333,Commercial Support Department,Collection Account's Senior Team Member,Commercial Support Department,Collection Account's Manager,"Speak English Professionally: In Person, Online & On the Phone",2023-08-23T11:34:40.000Z
Employee_334,Enterprise Business,Network Administrator Senior Team Member,Enterprise Business,Network Administrator TM,Business Writing,2022-07-21T20:29:39.000Z
Employee_210,Technology and Digital Innovation,Charging and Billing Planning Engineer Team Member,Technology and Digital Innovation,Charging and Billing Planning Engineer,Getting started with Flutter Development,2023-10-24T11:08:47.000Z
Employee_124,Engineering,RAN Maintenance Engineer Senior Professional,Engineering,RAN Maintenance Engineer,"Speak English Professionally: In Person, Online & On the Phone",2023-05-27T06:10:50.000Z
Employee_335,Consumer Business,Home Internet Base Team Member,Consumer Business,Home Internet Base Team Member,Better Business Writing in English,2023-10-09T04:31:55.000Z
Employee_336,Finance,Accounts Receivable Senior Division Leader,Finance,Accounts Receivable Expert,Personality Types at Work,2021-11-16T06:50:24.000Z
Employee_337,Engineering,FTTH Activation Engineer Senior Team Member,,FTTH Activation Engineer PT,Collaborative Foresight: How to Game the Future,2022-05-18T18:35:30.000Z
Employee_338,Corporate Communications and Sustainability,Events & Activations Senior Team Member,,E-Sports Social Media and Activation Team Member,Digital Marketing Analytics in Practice,2023-11-07T12:10:27.000Z
Employee_136,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Team Member,Commercial Support Department,Help Desk GSM Team Member,Effective Communication Capstone Project,2022-08-11T12:24:55.000Z
Employee_315,Consumer Business,Outdoor VIP Accounts Senior Division Leader,Consumer Business,VIP Account's Manager (Outdoor Darak) TL,Teamwork Skills: Communicating Effectively in Groups,2023-05-23T07:39:33.000Z
Employee_5,Technology and Digital Innovation,Enterprise Applications PT,,CRM Analyst and Developer Intern,Python Project for Data Science,2023-03-19T14:27:07.000Z
Employee_250,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Senior Professional,Commercial Support Department,Help Desk GSM Professional,Successful Presentation,2022-06-04T20:00:47.000Z
Employee_81,"Governance, Risk, and Compliance",Threat Management Division Leader,,Information Security Analyst and Administrator,Introduction to Data Analytics,2021-09-18T16:35:39.000Z
Employee_86,Engineering,FTTX Specialist,Engineering,Transmission Engineer Transport TM,"Capstone: Retrieving, Processing, and Visualizing Data with Python",2022-12-28T16:31:53.000Z
Employee_339,,,Commercial Support Department,Telesales Team Member PT,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",2021-10-07T14:40:02.000Z
Employee_340,Enterprise Business,Key Account's Specialist,,Key Account's  Manager TLT,Introduction to Data Analytics,2023-01-03T07:09:20.000Z
Employee_341,Technology and Digital Innovation,System Administrator Senior Professional,,System Administrator Team Member,Share Data Through the Art of Visualization,2022-12-22T22:02:47.000Z
Employee_342,Technology and Digital Innovation,System Development & Support Senior Team Member,Commercial Support Department,Help Desk GSM Team Member,Effective Problem-Solving and Decision-Making,2023-10-31T12:46:57.000Z
Employee_9,,,,CVM & Base Management Team Member,Regression Modeling in Practice,2022-09-09T19:49:54.000Z
Employee_343,,,Engineering,RAN Optimization Engineer,Introduction to Data Analytics,2021-09-11T10:55:19.000Z
Employee_344,Engineering,Transmission Engineer Network Team Member,,IT Intern. .-,Programming for Everybody (Getting Started with Python),2023-01-10T12:02:19.000Z
Employee_345,Commercial Support Department,Business Services Internal Collection Professional,,Business Services Internal Collection  Professional,Introduction to Data Analytics,2023-06-13T11:33:55.000Z
Employee_346,Engineering,RAN Maintenance Engineer Senior Team Member,Engineering,RAN Maintenance Engineer,Collaborative Foresight: How to Game the Future,2022-04-06T08:48:24.000Z
Employee_126,Commercial Support Department,Commercial Support & Quality Of Service Professional,Commercial Support Department,Commercial Support & Quality Of Service Professional,Introduction to Data Analytics,2023-09-24T12:38:22.000Z
Employee_347,Consumer Business,City Mall Consumer Sales Consultant Team Member,Consumer Business,Amman Mall Consumer Sales Consultant TM,Corporate Finance I: Measuring and Promoting Value Creation,2022-08-20T18:04:09.000Z
Employee_114,Data Analytics & AI,Data Acquisition Team Member,Data Analytics & AI,Data Acquisition Team Member,Data Science Methodology,2023-09-25T12:57:17.000Z
Employee_217,Consumer Business,International Gateway Senior Professional,Consumer Business,International Gateway Team Member,Excel Basics for Data Analysis,2022-05-17T09:53:48.000Z
Employee_47,Engineering,IP & Transport NOC Engineer Senior Team Member,,NOC Engineer,Introduction to Data Analytics,2021-11-06T01:17:23.000Z
Employee_348,Consumer Business,Darak Receptionist Team Member,Consumer Business,VIP Accounts Manager (Darak),Introduction to Social Media Marketing,2022-07-05T10:11:19.000Z
Employee_349,Technology and Digital Innovation,Integration Division Leader,Technology and Digital Innovation,Integration Team Member,Introduction to the Internet of Things and Embedded Systems,2022-08-04T11:49:53.000Z
Employee_350,Corporate Communications and Sustainability,CER Senior Manager,Corporate Communications and Sustainability,CER Manager-,Creative Thinking: Techniques and Tools for Success,2021-10-21T13:01:01.000Z
Employee_199,Engineering,IP & Enterprise Tower Technician Senior Professional,,RAN Technician,Negotiation  Fundamentals,2021-08-28T07:38:06.000Z
Employee_351,Corporate Communications and Sustainability,CER Team Member,,CER Team Member / Zinc PT,Advanced Machine Learning and Signal Processing,2023-09-24T16:45:12.000Z
Employee_36,Engineering,FTTH Activation Engineer Senior Team Member,,FTTH Activation Engineer PT,Urgent Optimism: How to Turn Foresight into Action,2022-04-21T11:42:39.000Z
Employee_168,Consumer Business,Home Internet Acquisitions Senior Professional,,Sales Intelligence and Development Team Member,Corporate Finance I: Measuring and Promoting Value Creation,2022-04-25T08:23:59.000Z
Employee_193,Engineering,Regional RAN Optimization Engineer Team Member,,RAN Optimization Intern,"Capstone: Retrieving, Processing, and Visualizing Data with Python",2022-12-28T12:25:12.000Z
Employee_352,Commercial Support Department,Legal Collection Senior Team Member,Commercial Support Department,Legal Collection Team Member,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",2022-03-05T07:45:28.000Z
Employee_80,Human Resources and Administration,HR Communications and Youth Professional,Human Resources and Administration,HR Communications and Youth PR,Effective Communication Capstone Project,2022-11-20T12:55:11.000Z
Employee_353,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Senior Professional,Commercial Support Department,Help Desk GSM Professional,Introduction to Data Analytics,2023-10-02T09:13:21.000Z
Employee_62,Human Resources and Administration,Security and Control Senior Team Member,Human Resources and Administration,Security and Control Team Member,Conversational English Skills,2022-05-16T17:22:06.000Z
Employee_354,,,,Enterprise Maintenance Team Leader,Negotiation skills: Negotiate and resolve conflict,2022-08-07T18:03:02.000Z
Employee_66,Corporate Communications and Sustainability,CER Team Member,Corporate Communications and Sustainability,CER Team Member AT, Power BI  ط§ظ„ط­طµظˆظ„ ط¹ظ„ظ‰ ط§ظ„ط¨ظٹط§ظ†ط§طھ ظˆط´ظƒظ„ظ‡ط§ ظˆط¯ظ…ط¬ظ‡ط§ ط¨ط§ط³طھط®ط¯ط§ظ…  ,2022-09-08T13:59:06.000Z
Employee_355,Finance,Revenue Assurance Senior Division Leader,,Revenue Assurance Professional,The Art of Negotiation,2023-07-12T13:06:18.000Z
Employee_356,Consumer Business,Media Senior Specialist,Consumer Business,Media Team Leader TLT,Digital Transformation,2022-01-10T23:21:43.000Z
Employee_357,Consumer Business,Stock and Cash Management Senior Professional,Consumer Business,VIP Accounts Manager (Darak) PR,Managing Data Analysis,2022-01-13T23:21:35.000Z
Employee_200,Technology and Digital Innovation,CRM & Business Systems Manager,,CRM & Business Analyst Developer Team Leader,Developing an Agile Team,2022-09-24T18:37:23.000Z
Employee_358,Commercial Support Department,Customer Intelligence Professional,Commercial Support Department,Customer Intelligence Professional,Introduction to Data Analytics,2021-12-16T19:16:50.000Z
Employee_359,,,Human Resources and Administration,HR Communications and Youth Team Member,Business Writing,2021-10-04T10:28:42.000Z
Employee_117,Consumer Business,Consumer Business PMO  Manager,,Pricing & Business Planning Team Member,Agile Leadership: Introduction to Change,2022-09-13T06:42:32.000Z
Employee_360,Consumer Business,Retail Roaming & International Business Senior Specialist,Consumer Business,Retail Roaming & International Business Expert,Managing Data Analysis,2022-10-27T14:27:20.000Z
Employee_361,Commercial Support Department,Customer Service Social Media Advisor Team Member,,Digital Care Team Member AT,Advanced Content and Social Tactics to Optimize SEO,2022-11-22T23:28:15.000Z
Employee_362,Consumer Business,Product Development Senior Team Member,Commercial Support Department,Customer Service Advisor PT,Research Report: Delivering Insights,2023-10-07T20:25:42.000Z
Employee_363,Engineering,Projects Implementation Team Member,Engineering,Projects Implementation Team Member,"Capstone: Retrieving, Processing, and Visualizing Data with Python",2023-01-13T17:23:36.000Z
Employee_364,Commercial Support Department,Enterprise & Home Internet Complaints Engineer Senior Team Member,Commercial Support Department,Help Desk Enterprise Helper Team Member TM,Successful Presentation,2022-06-28T12:31:04.000Z
Employee_69,Engineering,Network Performance Analyst Professional,Engineering,Network Performance Analyst Team Member,IBM Data Analyst Capstone Project,2022-01-06T16:11:35.000Z
Employee_365,,,,,Fundamentals of Project Planning and Management,2022-11-20T06:09:41.000Z
Employee_353,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Senior Professional,Commercial Support Department,Help Desk GSM Professional,Business Writing,2022-07-12T16:56:32.000Z
Employee_188,Engineering,NOC Shift Senior Professional,,NOC Operator PR,Negotiation  Fundamentals,2022-01-11T07:36:08.000Z
Employee_66,Corporate Communications and Sustainability,CER Team Member,Corporate Communications and Sustainability,CER Team Member AT,UI Automation and Selectors,2023-10-14T09:12:04.000Z
Employee_366,Engineering,VAS Engineer |-- Team Member,Engineering,VAS Engineer |--,"Cloud Virtualization, Containers and APIs",2024-01-06T17:28:02.000Z
Employee_367,Enterprise Business,Wholesale Data & International Services Senior Professional,Enterprise Business,Wholesale Data & International Services Team Member,Conversational English Skills,2022-11-21T13:32:36.000Z
Employee_368,Engineering,Transmission Engineer Specialist,Engineering,Transmission Engineer TM,Digital Transformation,2023-08-20T13:44:10.000Z
Employee_307,Engineering,Enterprise Business Development Analyst - Professional,Engineering,Project Implementation Civil Engineer TM,Collaborative Foresight: How to Game the Future,2022-08-08T03:35:59.000Z
Employee_369,Engineering,VAS Engineer |-- Team Member,Engineering,VAS Engineer |--,Industrial IoT Fundamentals on AWS,2023-05-30T05:50:11.000Z
Employee_370,Engineering,IP & Transport NOC Engineer Senior Team Member,,NOC Engineer,Introduction to Data Analytics,2021-10-24T17:34:55.000Z
Employee_371,Enterprise Business,Key Account's Senior Specialist,Enterprise Business,Key Account's Manager E,Business Metrics for Data-Driven Companies,2021-11-10T13:41:15.000Z
Employee_358,Commercial Support Department,Customer Intelligence Professional,Commercial Support Department,Customer Intelligence Professional,Adaptability and Resiliency,2023-06-12T12:23:18.000Z
Employee_372,,,,,Scrum Master Certification: Scrum Methodologies,2023-10-22T09:17:33.000Z
Employee_373,Enterprise Business,Sales Back Office  Team Member,Enterprise Business,Sales Back Office TM,Public Speaking Skills,2023-11-01T12:32:55.000Z
Employee_246,,,Consumer Business,Business Simulation Team Member,Introduction to Data Analytics,2022-03-31T06:52:53.000Z
Employee_374,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Annual Team Member,Commercial Support Department,Help Desk GSM AT,Business Writing,2022-08-27T17:42:11.000Z
Employee_375,Consumer Business,Sales Development Account Senior Professional,Consumer Business,Sales Development Account Manager PR,Research Report: Delivering Insights,2023-07-17T07:00:01.000Z
Employee_321,Commercial Support Department,Commercial Support & Contact Center Quality Of Service Division Leader,Commercial Support Department,Support Unit Team Member,Introduction to Data Analytics,2023-07-26T08:35:24.000Z
Employee_346,Engineering,RAN Maintenance Engineer Senior Team Member,Engineering,RAN Maintenance Engineer,Negotiation  Fundamentals,2022-03-15T07:53:38.000Z
Employee_376,Finance,Technical Procurement and Reporting Senior Specialist,,Procurement Expert,Data-Driven Decisions with Power BI,2023-07-06T11:17:14.000Z
Employee_377,Corporate Communications and Sustainability,Corporate Sustainability Professional,,Social Media Professional,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity ,2022-04-18T13:46:24.000Z
Employee_378,Consumer Business,Media Senior Team Member,,Media  Team Member,Introduction to Digital Advertising,2022-04-06T10:57:29.000Z
Employee_379,Commercial Support Department,Customer Service Advisor PT,Commercial Support Department,Customer Service Advisor PT,Introduction to Cybersecurity Tools & Cyber Attacks,2023-12-20T14:02:14.000Z
Employee_321,Commercial Support Department,Commercial Support & Contact Center Quality Of Service Division Leader,Commercial Support Department,Support Unit Team Member,Conversational English Skills,2022-03-18T19:44:28.000Z
Employee_250,Commercial Support Department,Mobile Solutions & Zain Wallets Complaints Senior Professional,Commercial Support Department,Help Desk GSM Professional,Graphic Design,2022-05-13T13:55:55.000Z
Employee_380,Enterprise Business,Network Administrator Team Member,Enterprise Business,Network Administrator TM,Teamwork Skills: Communicating Effectively in Groups,2023-09-14T13:48:03.000Z
Employee_256,Engineering,RAN IBS Team Member PT,Engineering,RAN IBS Team Member PT,ط¨ظ†ط§ط، ظ†ظ…ظˆط°ط¬ طھط¹ظ„ظ… ط§ظ„ط¢ظ„ط© ط¨ط§ط³طھط®ط¯ط§ظ… Power BI,2023-04-25T06:34:22.000Z
Employee_117,Consumer Business,Consumer Business PMO  Manager,,Pricing & Business Planning Team Member,Agile Leader Training,2022-09-13T06:13:16.000Z
Employee_381,Consumer Business,Special Project Account Professional,Consumer Business,Special Project Account Manager TM,Managing Data Analysis,2022-11-13T20:04:21.000Z
Employee_15,Legal & Regulatory Affairs,Regulatory Affairs Senior Team Member,Consumer Business,Abdali Mall Consumer Sales Consultant TM,Business English: Networking,2022-08-29T14:39:02.000Z
Employee_382,Finance,Commercial Procurement Senior Team Member,,Procurement  Team Member-,Personality Types at Work,2022-06-03T19:03:08.000Z
Employee_69,Engineering,Network Performance Analyst Professional,Engineering,Network Performance Analyst Team Member,Data Analysis with Python,2021-12-12T13:34:44.000Z
Employee_383,Enterprise Business,Sales Back Office Senior Team Member,Enterprise Business,Sales Back Office TM,Just Reading and Writing English 1,2022-09-12T11:59:57.000Z
Employee_384,Engineering,Power Division Leader,Engineering,Power Engineer,Getting Started with Power BI Desktop,2022-07-30T14:32:10.000Z
Employee_9,,,,CVM & Base Management Team Member,Introduction to Data Analytics,2022-07-03T16:48:54.000Z
Employee_148,Engineering,RAN Optimization Engineer Professional,Engineering,RAN Optimization Engineer,Data Pipelines with TensorFlow Data Services,2023-08-11T19:30:44.000Z
Employee_385,Enterprise Business,Key Account's Team Member,Enterprise Business,Sales Back Office TM,Introduction to Business Analytics: Communicating with Data ,2023-10-11T18:55:48.000Z
Employee_386,Consumer Business,Data Analysis & Comission Team Member,,Business Intelligence Team Member TM,Getting Started with Power BI Desktop,2021-11-12T12:57:10.000Z
Employee_387,Consumer Business,E-Commerce & Digital Transformation Senior Division Leader,Consumer Business,E-Commerce & Digital Transformation Team Leader,Digital Channel Planning and E-Commerce Strategy,2023-08-20T13:24:53.000Z
Employee_388,Commercial Support Department,Telesales Team Member PT,Commercial Support Department,Telesales Team Member PT,Excel Skills for Business: Essentials,2021-10-08T14:17:44.000Z
Employee_389,Technology and Digital Innovation,Data Engineer Senior Team Member,Engineering,Core Network Switching Engineer,Introduction to Data Analytics,2022-09-04T09:59:04.000Z
Employee_390,"Governance, Risk, and Compliance",Information Security Governance Division Leader,,Information Security Analyst and Administrator ,Cybersecurity Compliance Framework & System Administration,2021-10-31T09:31:27.000Z
Employee_61,Engineering,RAN Optimization Engineer Team Member,Engineering,RAN Optimization Engineer AT,Cybersecurity and the Internet of Things,2023-07-02T13:31:35.000Z
Employee_391,Consumer Business,Taj Mall Consumer Sales Consultant Team Member,Consumer Business,Taj Mall Consumer Sales Consultant TM,Quantitative Methods in Finance,2022-02-27T09:20:47.000Z
Employee_392,,,,DevOps & VAS Engineer,Data Visualization and Dashboards with Excel and Cognos,2022-05-30T08:24:14.000Z
Employee_385,Enterprise Business,Key Account's Team Member,Enterprise Business,Sales Back Office TM,Just Reading and Writing English 1,2022-09-12T11:56:38.000Z
Employee_393,Enterprise Business,Key Account's Specialist,,Key Account's  Manager PR,Introduction to Business Analytics: Communicating with Data ,2023-10-10T10:00:06.000Z
Employee_22,Data Analytics & AI,Business Analytics & AI Department Assisstant Specialist,,Data Analysis & Commission Team Leader TLT,Business Growth Strategy,2021-10-26T19:41:04.000Z
Employee_394,Technology and Digital Innovation,Integration Developer Team Member,Commercial Support Department,Help Desk GSM AT,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",2022-08-04T05:35:14.000Z
Employee_344,Engineering,Transmission Engineer Network Team Member,,IT Intern. .-,"Capstone: Retrieving, Processing, and Visualizing Data with Python",2023-01-09T06:37:04.000Z
Employee_395,Engineering,RAN IBS Senior Professional,Engineering,RAN IBS Team Member,Fundamentals of Project Planning and Management,2023-06-20T09:33:52.000Z
Employee_396,Commercial Support Department,,,Telesales Support & Development Team Leader,Demand Analytics,2021-11-09T13:00:10.000Z
Employee_397,Commercial Support Department,Customer Service Operation Development & Analysis Specialist,Commercial Support Department,Operation Planning and Development Professional,Teamwork Skills: Communicating Effectively in Groups,2023-10-09T06:50:45.000Z
Employee_398,Enterprise Business,Network Administrator Division Leader,Enterprise Business,Network Administrator Professional,Digital Transformation,2022-11-24T06:58:48.000Z
Employee_141,Technology and Digital Innovation,DevOps & Billing Systems Engineer Specialist,Technology and Digital Innovation,DevOps & Billing Systems Engineer PR,Introduction to Cloud Computing,2024-02-17T06:02:44.000Z
Employee_122,Consumer Business,Sales Development Account Senior Team Member,Consumer Business,Sales Development Account Manager TM,Quantitative Methods in Finance,2022-04-03T11:09:02.000Z
Employee_177,Engineering,PMO Senior Division Leader,,Project Analyst Team Leader,"Ready, Set, Future! Introduction to Futures Thinking",2021-09-24T10:53:40.000Z
Employee_81,"Governance, Risk, and Compliance",Threat Management Division Leader,,Information Security Analyst and Administrator,IBM Cybersecurity Analyst Assessment ,2021-10-28T06:35:27.000Z
Employee_307,Engineering,Enterprise Business Development Analyst - Professional,Engineering,Project Implementation Civil Engineer TM,Business Metrics for Data-Driven Companies,2022-07-13T19:32:17.000Z
Employee_399,Human Resources and Administration,Learning & Development Division Leader,,Learning & Development Professional,Fundamentals of Organization,2021-10-07T08:52:21.000Z
