,CANDIDATE_REF_NUM,UNIVERSITY,EDUCATION,LANGUAGES,SKILLS
73,723079,"HASHEMITE UNIVERSITY,Hashemite University","SOFTWARE ENGINEERING,Software Engineering","English,Arabic,Arabic,English,Italy","Strong interpersonal skills and effective communication skills including verbal, written and presentation skills in both English and Arabic.,Work diligently and organize throughout the software development lifecycle,Presentation skills,Interpersonal and communication skills.,Good analytical skills,Ability to meet deadlines, performs well under stress,Excellent computer skills.,Java,C++,Database (sql),Work with all Microsoft programs,php,Basic python,persuasion skills,Project management,SDLC (System Development life cycle),Basic of networks and tcp/ip"
74,811596,"ABDUL HAMID SHARAF INDUSTRIAL HIGH SCHOOL,AL-QADISIYAH COLLEGE",Computer Communications and Networks,"Arabic,English","Microsoft Office,Computer Maintenance,Excellent Internet Usage,Computer Skills"
75,830644,Jordan University of Science and Technology,Electrical Engineering,"C++, Matlab,English,Arabic","Excellent Communication,Presentation skills,Leadership,Quick Learning Ability,Experienced in team-working,Excellent Writing"
76,750043,The Hashemite University -,Computer Engineering,"Native Arabic,V. Good Command in English (written and spoken).","Analyze call logs so you can spot and solve common problems.,Update self-help files and methods to help customers and employees solve minor problems themselves and save time.,Collaborate with specialized engineers and participate in solving the most complex problems.,Follow-up and repair of devices and equipment and supervise their efficiency and ensure that they are working properly."
77,824811,Jordan University of Science and Technology,Electrical Engineering / Communications and Electronics,"Arabic,عربي,English","Transmission Networks,Radio Link Design,Professional Mobile Radio,IP Networking,Fiber Optics,DC Power Systems,RF Optimization,Teamwork,Project Management,Teaching,Result Oriented,Client Oriented,Interpersonal Awareness,Microsoft Office Suite,Transmission Networks: Traffic handling: PDH, SDH, Ethernet Transport (STP, VLAN, 802.1Q C & S Tag, LAG, ERP), IP (IPv4, Routing, MPLS-TP, QoS), Test Equipment (E1, STM-1 & Ethernet Testers), Synch & DCN.,Radio Link Network design: Calculating Path Profile, Link budget, Frequency plan, Diversity, Diffraction, XPIC, Passive repeater, Reflections, Interference and Availability & Quality using Pathloss 4,5 & MLperf.,Microwave O&M: LOS survey, Node Configuration, Antenna alignment, Software upgrade, Interference Test, Fault & Performance management for Ericsson MINI-LINK (66xx, TN, LH, PT, CN).,Optical Network Design: Design and validate different types of optical transport networks (ROADM, POADM) using different photonic module using Ciena OnePlanner tool.,Fiber Optics O&M: Node Commissioning, photonic layer provisioning, Link line up, using OTDR & Power SRC/Meter.,NMS: Installation from scratch on Linux, Adding Nodes, Handling Alarms, Creating Links, E1 circuits & Ethernet Services on Ericsson NMS (SOEM, IPTNMS Circuit and Packet).,Professional Mobile Radio (PMR) Systems: Base Station, RF: Installation, configuration & Testing (VSWR, Coverage drive test & Interference using Spectrum Analyzer, Power Meter) for Antenna, Feeder, Duplexer, Tx Combiner, Rx Divider & Transceiver.,Trunking System: Configuration, O&M for Hytera DMRs (MSO, NMS, Dispatcher, AVL, CPS, Terminals).,DC Power System: Calculating loads power consumption, Design for Rectifiers, Batteries Amp Hour & charging current and Circuit Breakers.,Low current systems: Familiar with PABX, IP telephony, IPTV and CCTV.,Network Protocols: TCP/IP, SNMP, DHCP, DNS, HTTP, FTP, Telnet, TFTP.,Operating Systems: Microsoft Windows, Linux (SUSE).,Applications: Microsoft office (Excel, W"
78,808772,University of Jordan,Electrical Engineering,"English,Arabic","Team Leader,Flexible and innovative,Patience, Great ambition,Quick learner,MS Office 365,Basic computer architecture,Troubleshooting,Customer service,Routing concepts,Permissioning,Package and software management,Process management,Resource monitoring,Systems administration,Configuration,Centralized management,Implementing/managing directory services,Data management and recovery"
79,730139,Albalqa applied university,Mechatronics engineering,"Arabic Read - right - speaking,English Read - right - speaking","Sales,Team leader,Communicate with others,work under pressure,persuasion,Matlab,Microsoft office program,Accounting"
80,411649,Princess Sumaya University for Technology,Electrical Power and Energy Engineering,"Arabic, Fluent,English, Very Good","Microsoft Office Word & Excel,Matlab\Simulink .,Sketchup,PVSyst . AutoCAD,Power System & Power system Design,Power Electronics,Generators,Solar systems,Hard working and team player,Accountability and commitment,Analytical thinking,Highly developed communication and reporting skills,Work under pressure,Time Management,Leadership,Problem solving,Technical Understanding,Management"
81,820618,Applied Science Private University,"Electrical Power and Control Engineering,Electrical Power and Control Engineering","Arabic,English","Fast Learner,Time Management,Ability to Work Under Pressure,Customer Service,Communication,AutoCAD,Microsoft Office,Complex Problem Solving,Autodesk Fusion 360,PVsyst,Matlab,ETAB,Corel Draw"
82,512618,UNIVERSITY OF JORDAN,ELectrical Engineering,"English,Arabic,Spanish","Python,Teaching in small groups,Problem-solving abilities,Documentation and reporting,Research,Matlab/Simulink,Self learner,NI Multisim,Working in groups"
83,652445,Misr University for Science and Technology,Electronics and Communications Engineering,"Arabic: Mother tongue,English: Excellent","Effective presentation skills.,Excellent command in computer software and hardwa,Eager to learn new techniques and improve known or,Quality Control.,Focused on results, flexible to work in hours and days out of the normal timetable as required by projects and deadlines."
84,740136,Al-Balqa Applied University,Communication Engineering,"Arabic,English","Decision-making.,Self-motivated.,Dealing with different personalities.,MS Office programs. Researching,Time management,work with team,Self-learning,Communicative Hard work and problem-solving.,Enjoy challenges.,The ability to work under pressure and multi-task.,Ability to take constructive feedback and make necessary changes."
85,555327,Jordan University of Science and Technology,Electrical Engineering / Telecommunication,"Arabic Language,English","Serving Cisco Customers with full technical support on the issues they face on their Cisco products. Handling Cisco unified communications manager (CUCM) issues and the integration with different products such as: UCCX, VGWS, CUBES, PCCE, third party contact centers and others..,Handling cases for different customers including EPIC and VIP customers. Providing all the needed technical support to resolve the technical issues that customers experience. Being QM (Queue manager) to manage and distribute cases between the proper engineers to ensure we are achieving the KPIs and within the required SLA. Being a mentor to guide and help the mentees to achieve the required level of handling cases and customers with reserving the required KPIs.,CCNP collaboration,Routing and switching CCNA,Microsoft Office,analytical and problem-solving skills,Optical fiber systems,Packet tracer and GNS3,MATLAB,Auto CAD,C,C++ and assembly language,Public responsibility and reliability,Writing Technical Reports"
86,714214,"NRI Institute of Research & Technology,","Electronics and Communication),Electronics and Communication Engineering","Hindi, English. Urdu","Installation & maintenance & commissioning & integration of Ericsson BTS.,Installation, maintenance & commissioning & integration Nokia BTS.,Installation, maisntenance & commissioning & integration SAMSUNG.,Quality Assurance,NOKIA BTS Manager,MS OFFICE (word, excel, power point)"
87,822386,Yarmouk University -,Electrical Power Engineering,"Arabic,English","Leadership & Teamwork.,Problem solving & analytical skills.,Strategic thinking & planning abilities.,Time management & project management.,Technical Support.,Lighting System: Types of Lighting fixture and selection, External Lighting, Emergency Lighting, Lighting Control.,Power System: Sockets types, power for mechanical, Circuit Breakers, Generators, Transformer, voltage Drop.,Earthing and Lightening.,Cables and Cable Routing.,Fire Alarm.,CCTV.,Data & Telephone."
88,407670,"Al-Yarmouk University,",Computer Science,Unknown,"Excellent knowledge in PowerPoint, Word and Excel.,Comprehensive understanding of most of computer hardware devices,Ability to manage through others.,Ability to work well with all levels of the organization.,Superb coaching and mentoring skills.,Prioritizing important tasks and ensuring they get done first.,Excellent oral and written communication skills.,Ability to follow and comprehend complex instructions, short correspondence, and memos.,Able to quickly identify problems.,Improving product quality and customer communications.,Able to speak to both decision-makers and junior staff in a tactful and sensitive manner.,Establishing good working relationships with colleagues.,Ability to negotiate and influence.,Integrity, humility and an entrepreneurial attitude.,Friendly and upbeat attitude."
89,822529,"The Hashemite University,Al Jazeera Schools",Electrical Engineering,"Arabic: Mother tongue.,English: Very good.","Creativity.,Self-motivated and highly dependable.,Computer and Microsoft suite office skills.,Communication and interpersonal skills.,Fast learner & team player."
90,822038,AL BALQA APPLIED UNIVERSITY (FACULTY OF ENGINEERING AND TECHNOLOGY),Electrical power engineering,"Arabic,English","MATLAB and Simulink,Microsoft Office,Ability to work within team,Design and simulate solar"
91,739688,Unknown,communication engineering,"Arabic,English","Cisco certified network associate (CCNA) course.,Routing and switching.,Fortinet products NSE3 certification .,Project Controls engineering. Engineering project planning. Technical skill Microwave. Communication skills. Leadership and management skills Self and fast learning. Team work."
92,481498,Al-Balqa Applied University / Faculty of Engineering Technology / 2015-2020 / Rate is Very Good [ 3.04 ],Telecommunication Engineering,"Arabic - Native Language,English - Very Good ( writting, reading and good speaking).","Problem solving. Linux. DataBase. MySQL. Object Oriented Programming. HTML, CSS and Bootstrap.,Excellent in using Microsoft Office (Word and PowerPoint). Very Good in using Microsoft Office (Outlook and Excel)."
93,826035,"The University of Jordan,",Mechanical Engineering,"Arabic,English","Creo,HAP,Matlab,Microsoft Office,Autocad,ANSYS Fluent"
94,807675,The Hashemite University,ELECTRICAL ENGINEERING,"Arabic: Native language.,English: Very good (TOEFL iBT =90 (out of 120)).","PV systems,Lighting and power systems,Program and operate a VFD,AutoCAD,PVsyst,DIALux evo,Packet,Tracer,CODESYS,MS Office,Multisim,MATLAB"
95,426671,Yarmouk University,Electrical Engineering,"English,Arabic","SketchUp,PVsyst Microsoft office,Hard working,Teamwork,Strong mathematical skills,Excellent communication,Responsible and sincere,Quick Learner"
96,820649,The University of Jordan -,Mechatronics Engineering,"Arabic:,English:","Customer service skills: Persuasive Speaking Skills Ability to Use Positive Language Clear Communication Skills\ Taking Responsibility\\ Self-control and patience.,Advanced knowledge of Microsoft Excel.,Professional use of MS. office to produce technical and scientific documentation.,Team player and independent leader in assigned projects.,Good command using MATLAB, Python.,Lectured and monitored individuals of third year industrial engineering students."
97,821417,?STANBUL UNIVERSITY,ELECTRIC And ELECTRON?C ENG?NEERING,"English,Arabic","write good, speaking intermediate level,write good speaking good,MS Office Programlar? C,Programing,Autocad,Lt Spice,Language"
98,830546,"Tiba Academy, Tiba Higher Institute of Engineering",Communication and Electronics Dep.,"Arabic,English,French","GSM, GPRS, CDMA, UMTS & LTE.,Antennas, Satellites, Microwaves, Optical Fibers & Acoustics.,Digital and Analog Communication Systems,,SCADA Systems, DCS & PLC (ladder diagram / grafcet / instruction text).,Microcontrollers & DSP Processors.,Power electronics,Electrical & Electronic circuits.,DSP Processor,MATLAB, MATLAB SIMULINK & MATLAB COMMUNICATION TOOL BOX,Office Highly skilled in Windows, MS,Very Good Knowledge of Office, MS,Very Good Knowledge of Mat lab, AUTOCAD,excellent knowledge of (VISUAL BASIC).,excellent knowledge of (C++ and ANSCI C).,excellent knowledge of (FORTRAN).,excellent knowledge of (Windows, Internet & Ms Office).,Very Good knowledge of (HARDWARE & SOFTWARE TROUBLESHOOTING).,Excellent user skills Huawei MAE Wireless and NCE Transmission Servers.,Self-motivation.,Hard working.,Flexible in learning and travelling.,The ability to work under pressure.,Team work orientation.,Good presenter.,(Project management, Creative thinking decision making)."
99,772077,Yarmouk University - Hijjawi faculty for engineering technology,Electronics Engineering,"English,German","Safety inspection for workers at schools and directors to check the performance of the HSE committee.,Site Engineer at Umniah PH.11 Project by HUAWEI-Jordan. ? Install new, swap and upgrade RTN MW links - 1+0 unprotected, 1+1 HSB, 1+0 & 2+0 XPIC -. The installation of dishes, OMT, RF -ODU-, earth cables IF cables and IDU with power and earth cables must be as standers and not to affect the work of any other device at the site or the installed devises itself. Configure the MW link and then do the alignment to achieve the target RSL and XPD value. But the standard label for the new installed MW links from both sides to facilitate maintenance works. Check the HSE for the working teams and make sure that they use approved PPES. Check the quality of the MW links installation and make sure that installed as standards and doesnt affect the safety of other workers.,Clearly understands and articulates day-to-day tasks.,Displays effort and commitment to achieve results in an efficient and effective manner.,Works independently with limited direction in carrying out routine assigned tasks and projects.,Perseveres through various working conditions to complete tasks and projects.,Fluent language skills in English, both spoken and written are an absolute requirement.,MS Office.,AutoCAD.,MATLAB.,WebLCT.,PIC C compiler. - Protues.,The ability to administer routers, switches, gateways and oversee telecom infrastructure including the wide-area network (WAN) and local area network (LAN), as well as wireless LANs.,Cabling skills, including familiarity with cabling standards.,Cross-platform telecom systems skills.,The ability to implement quality of service (QoS) features.,Ability to implement and supervise installation, commission and testing independently (including survey and acceptance).,Strong troubleshooting skills.,Conducting tests and inspections of products, services, or processes to evaluate quality or performance.,Considering the relative costs and benefits of potential actio"
100,797956,"University of Jordan (JU),Coventry University","Civil Engineering,Business Administration (MBA)",Unknown,"Leadership and managing organizations,Microsoft Office, Sewer Cad, Auto Cad.,Google analytics, Madgex insight, PMI PBA (Professional Business Analyst)"
101,799868,Unknown,B.S OF TELECOMMUNCATION AND SOFTWARE ENGINEER,"Arabic,English","MS OFFICE,C++,SQL,CCNA,PMP"
102,821379,"Al-Zaytoonah University,Al Balqa University,Al-Quds College - Al Balqa Uni,AL-Hussien College",Engineering Computer & Communication,"Arabic,English","Collaboration and Persuasiveness,Strong communication and interpersonal skills,Strong problem solving"
103,821587,Unknown,Unknown,"Arabic - (Mother Language),English (very Good Writing, Reading, and Speaking)","AUTOCAD SKITCHUP PV SYS PHOTOSHOP Microsoft office,Proven leadership skill and ability to motivate Effective Communication and interpersonal Skills Ability to quickly grasp new concepts Highly organized and efficient Hard Working"
104,799677,"Al-Balqaa Applied University (polytechnic),",Telecommunications Engineering,"Arabic,English","Good communication - written and oral skills.,Ability to work in a team and to work under the pressure.,Time management."
105,679211,Al-Quds College,Al-Quds College diploma degree in telecommunication engineering,"English,Arabic","Telecom & Project Management, Operation & Maintenance, Testing Tools, Project Roll-Out. Installation, Configuration & Commissioning of 2G & 3G BTS. Communication & Interpersonal Networking, Strong Analytical and Problem Solving Skills. Excellent in English commands, Advanced Computer and Internet skills. Good organizational skills. Excellent communication skills. Able to follow directions thoroughly. Able to work as part of team minimal supervision.,Friendly. Enthusiastic and punctual. Quick learner. Well presented. Working under pressure. Very sharp in time"
106,789439,"Al Balqa Applied University,",Electrical Engineering / Power,Unknown,"Quick Learner,Active Person,Team Work,Work Under pressure,Time Management"
107,803704,Al-Balqa Applied University Collega of Engineering,Electrical Power Engineering,"Arabic: Native Language.,English: Very well in speaking, writing and reading.","Electrical power softwares (autocad, pvsys, sketch up, matlab).,Using microsoft office (Excel, word, power point ...etc).,Agood ability to do software maintenance.,Installation of PV Systems.,PV Systems Testing and commissioning.,Dealing with the commissioing problems and find,appropriate solutions.,Calibration of Monitoring and testing electrical devices and weather station sensors.,Working under pressure, frinedly, personable and easy to work with others.,Have excellent organizational skills.,Have excellent communication skills.,Able to identify new work areas and to set new goals for self.,Determined, Patient, Hard Worker, Highly Trainable Self Reliant, Trust Worthy and work with no or with minimum supervision.,Have a driving license."
108,821909,Sebha University-,Telecommunication Engineering,"Arabic: Native language,English: Advanced","Troubleshooting.,Portfolio Management,Projects Management,PMO Management,Risks Management,Communication & Negotiation,Resources Management,Business Analysis"
109,773948,"Yarmouk University,","Communication Engineering,",Unknown,"Engaged with Cisco Technologies for networking hardware, and services. Managed Cisco configuration tool ""CCW"" and outlined designs according to client needs. Open Deals and get the Vendor discount. Solution design activates. Customer, vendor, and Distributor Engagements and negotiation skills. Help customers in preparing RFP, build the budget that meet their requirements.,good technical and Networking skills,Communication skills,Problem Solving skills,Ability to work as a team,Sales skills,Clients and vendors facing skills,Negotiation skills"
110,821118,"IES COLLEGE OF TECHNOLOGY, BHOPAL",B.Tech,"English,Hindi,Urdu","AURDINO PROGRAMING AND IOT,AUTOCAD ELECTRICAL,MATLAB SIMULATION,PLC, HMI, VFD, DRIVER,PANEL DESIGN AND ELECTRICAL DRAWING,ELECTRICAL MAINTENANCE"
111,820707,"Mutah University,",Communications Engineering,"English,Arabic","So Superior and creative, very excellent in my working field, I have an extensive knowledge with communications and its developments, Also I have the ability to work under pressure with delivering the best quality for any task.,Signal processing and analyzing (determining the bandwidth, amplitude and the type of the signal).,A deep Experience with the types of modulations and demodulations.,A deep Experience with the types of antennas.,Experience with the revolution of Communication Generations, 2nd Generation (GSM), 3rd Generation (UMTS), 4th Generati on (LTE), 4G+.,Ability to present excellent reports and presentations.,So effective with time management and prioritizing tasks to achieve tasks before deadlines.,Strong teamwork, leadership and communications skills .."
112,734951,The Hashmite University,Electrical Telecommunication Engineering,"Arabic, mother tongue.,English, very good.",".Writing E-mail skills.,.Interpersonal communication skill.,.Flexibility, persuasive, team work and cooperation, self-motivated and hard worker.,.Receive calls promptly from customers to answer their queries solve their problems and provides solutions.,.Microsoft (Excel, Outlook),.Projects in Matlab Programming.,.Cisco PacketTracer software"
113,550445,Zarqa University - Faculty of Information Technology,Information Technology in Computer Information System (CIS),"Native English,Good",Microsoft Office - Outlook - Problem Solving - Team Work - Work under pressure
114,819129,Unknown,Project Management and Planning,"Arabic (Native),English (V. Good)","Very Good in Microsoft Office (Word, Excel, PowerPoint),Very Good in Microsoft Project,Familiar with Geographic Information System (GIS) Software,Excellent in Computer using and internet Searching,Time Management Proactive,Hardworking Patience and Detailed Oriented,Teamwork Effective Communication"
115,822927,"AL BALQAA APPLIED UNIVERSITY,University of Jordan,Hashemite University","Structural Engineering,Civil Engineering",Unknown,"AutoCAD,STAAD Program,Primavera P3,Prokon software,Etabs Software,SAP Software,Revit,Shop drawings,Communication Skills,Listening Skills,Interpersonal Skills,Critical Thinking,Time Management,Coaching,Structural Design"
116,485551,"Al-Balqaa Applied University Faculty of Engineering Technology (FET).,Al-Hussain College",Mechatronics / Electromechanical Engineering,"English - Both written and spoken,Arabic Mother Language","I am a very people orientated person, which has allowed me to,I have the ability to learn quickly and efficiently.,Excellent ability of self-correspondence,Exceptional Communication and Organization Skills,Takes Initiative and accepts responsibility gracefully,Time management personality, allowing the scheduling of multiple tasks logically and successfully,Use assignments as a challenge for growth and development,Having the willingness to learn and go the extra miles"
117,405156,Mutah University,B.S. (Electrical - Communication Eng.),"English, Arabic","CCTV/Access Control System ?,Development Life Cycle ?,Team Management ?,Training & Development ?,Telecom Solutions (Ericsson/Alcatel/Avaya),Microsoft Network Management,Internet Applications,MS Office,AutoCAD,MS Project, MS Exchange"
118,676130,(Balqa Applied University),Communication technology engineering Bachelor Degree,"Arabic,English","I got the CCNA course in PSUT University,I got the ICDL certificate.,I got an Arduino course certificate,Excellent in computer application,Good interpersonal skills and communication.,I trained in the Greater Amman Municipality / Wireless Communications Department"
119,432753,Mutah University,Electrical Engineer Power & Control,"Arabic Mother Tongue,English - V. Good (Reading / Writing / Speaking).","Team-Orientation & Social Skills.,Negotiation & Calm Behavior.,Ambitious & Hard Working With Ability To Work For A Long Hours.,Problem Solving & Analytical Skills & Mathematical Skills.,Eager To Learn.,Computer Skills (MS office, Internt Browser)."
120,597837,"Monash University,Amman University,Monash University","Electronics and Telecommunication Engineering,Information Technology,Electronics & Communication Engineering,Information Technology",Unknown,"Technological thinking,Problem-solving,Leadership/Teamworking,Multitasking,Presentation,Organization,Reporting,Self-Motivation,Punctual"
121,736084,Al-Hussein Bin Talal University,Electrical Engineering,Unknown,Fast learning Team member with good interpersonal skills Strong problem-solving and decision-making skills Ability to work effectively and with minimal direct supervision Communicate with people Time management
122,761020,"Yarmouk university,Yarmouk university","Telecommunication Engineering,Telecommunication Engineering","Arabic,English,German","Site Survey of connection points to determine the appropriate link and achieve optimum route,Build and Study the Fiber Distribution Networks drawings.,Supervising pulling the most of Fiber Duct cables and hanging ADSS Cables and its accessories related of cables,splice duct enclosures or dome enclosures ,Fig. 8,...etc.,Design of FTTH drawings as STC & Mobily specifications,Microsoft office (word, Excel, Power point), Internet Skills,Matlab, Autocad programs,Very good knowledge about (GSM, microwave, UMTS)"
123,424370,Philadelphia University: Jordan,Electrical Engineering,"Arabic: Native speaker,English: Very Good writing, reading and speaking","SELF-MOTIVATED,FLEXIBILITY,TAKING RESPONSIBILITY,WELLING TO LEARN,HARD WORKING,WORKING UNDER PRESSURE,COMMUNICATION SKILLS,TEAM WORK,LEADERSHIP,WELL ORGANIZED,NEGOTIATION SKILLS,Ability to deal with international codes for different systems,Programming Languages: C++, Assembly, and C,Other Professional Skills: Microsoft Office (Word, Excel, PowerPoint and Access),Good knowledge in FTTH and Fiber Optics Component (Fiber Cables, ODFs, Patch Cords... Etc.)"
124,765010,Al-Balqa Applied University - Faculty of Engineering Technology,Communication Engineering,"Arabic: Native language,English: Excellent","AutoCad: Full Practice.,LabVIEW: Good Practice.,MATLAB: Good Practice.,MS Office: Full Practice.,Strong time, project management and multi-tasking skills.,Experience of a Sale Engineers role in the technology industry.,Solving complex technical problems in a systematic way.,Prepare and deliver executive level presentations.,Strong consulting and needs assessment skills.,Ability to conceptually adapt technologies to fit various ideas.,Strong written and verbal communication skills.,Third Party Interaction.,Fundamentals of Project Management."
125,785854,AL-BALQA APPLIED UNIVERSITY,Information and Cyber Security,"Arabic ? Mother Language.,English - Very Good.","Programming Languages - Java, C++, Android, Python, PHP, C#, JavaScript, HTML, CSS, SQL, PL/SQL. Tools - Microsoft Office, Visual Studio, Jupyter, NetBeans, Cisco Packet Tracer, VirtualBox. Operation System - Windows, Linux. Others - Network Security, Network Monitoring, Tcp/Ip, Analytical skills, Time Management, Problem Solving, Teamwork."
126,817985,Israa university-jordan,Communications And Electronics Engineering,Unknown,"Good communication,Effective interpersonal skills,Fast learner"
127,413585,"Hashemite University,",INDUSTRIAL ENGINEERING,English,"Microsoft Office,Budget administration,Quality assurance,Creative thinking,Planning,Verbal communication,Waste reduction,Warehouse support,. Document production problems,Teamwork,Multitasking,Cost reduction"
128,811563,Jordan University of Science and Technology,Network Engineering and Security,"Arabic,English","C/C++, Python,Linux, Windows,Software (Packet tracer, Wireshark, Snort, Nmap),TCP/IP model, and its core protocols: (OSPF, DNS, SNMP, HTTP, etc.),Schematic & PCB Design,Problem Solving,Flexibility,Research,Leadership,Confidence"
129,771228,"Tafilah Secondary School,AL Yarmouk University",Electrical Power Engineer,"Arabic (Native),English (Very Good)","Personal Skills -Ability To Work Under Pressure - - Excellent Communication Skills Fast Learner.,Software Skills - AutoCAD - Mat lab - PLC Language Programming"
130,822093,Al-Balqa Applied University,Mechatronics Engineering,Unknown,"AutoCAD,SketchUP,PV Sys,Microsoft Office,Problem Solving"
131,745339,"ALBALQAA APPLIED UNIVERSITY, FACULTY OF ENGINEERING",electrical power engineering,Unknown,"Proficient in finding and resolving malfunctions, using exceptional technical and communication skills.,Ability to express technical concepts clearly where appropriate.,An effective communicator with excellent interpersonal, logical thinking & analytical abilities.,Excellent communication skills.,Professional attitude towards work.,ICDL,MATLAB,MULTI SIM,AUTO-CAD,ELECTRICAL,INSTALLATION,DIAGRAM,HOME,INSTALLATIONS"
132,675244,"Isra University,",Software Engineering,Unknown,"Solving Problem Identify and analyze Critical Thinking Flexibility and Team Work Organization,Computer Skills MS OFFICE (Word, Excel, Power Point) C# Programming Html - CSS"
133,690756,Tafilah Technical University,Communication and Electronic Engineering,"Arabic,English,German","Time Management,Management Skills,Engineering standards,Telecommunication cable testing,Cable fault-finding System testing,Hardware installation,Problem-Solving,Creativity,Team building"
134,576271,"UNRWA Amman Training Center (ATC),,جامعة البلقاء التطبيقية,برنامج التعليم التقني والتدريب المهني,كلية تدريب عمان","Information Security And Networks,أمن المعلومات والشبكات خطط جديدة,ادارة المعلومات والمكتبات",Unknown,"Java application & Java applet,Microsoft Access,Energetic,Good Communication Skill,Working Under Pressure"
135,822877,HASHEMITE UNIVERSITY,MECHATRONICS ENGINEERING,"Arabic: Native Language,English: Advanced (speaking, writing, reading)","Communication written and verbal,Effective time management and organization skills,Diligent, focused, efficient,Responsible, quality-oriented,Problem-solving,Multitasking,Leadership,Adaptability,Project management,Zenon (COPA DATA),MS Office,AutoCAD,MATLAB,Modbus simulators,Photoshop,Multisim"
136,817869,The Hashemite University,Electrical /Telecommunication Engineer,"Arabic,English","Quick learner,Problem solver,Flexibility,Strong decision maker,Time management,MS Office,MATLAB,Multisim,Adobe Premiere,PLC"
137,822530,Al Hussain Bin Talal University,Unknown,"Arabic (fluently),English (very good)","Sales engineer at asset safety company,Fresh graduate with extensive experience in solar energy.,Using pv syst, sketch up programs.,Perform well under pressure & demanding time goals with results.,Effective team member & believes in teamwork.,Possess leadership qualities, ability to work independently & also part of a team.,Able to coordinate and complete multiple tasks in a deadline oriented environment.,Quick learner and adapts easily to new protocols and changing environment.,Able to set priorities to achieve immediate and long term goals"
138,446599,Hashemite University,Mechatronics Engineering,"Arabic Language (mother tongue, fluent),English Language (fluent in reading, speaking and writing","Negotiation and persuading skills,Communication (oral and written) skills,Self-motivated, energetic with a flexible and adaptable approach to work,Team work spirits believer,Interpersonal skills,Results oriented,Paying attention to details and results oriented,1. Competency in preparing technical designs and reports.,2. Mastering MATLAB, LabVIEW, Auto-CAD, CAD design softwares.,3. Interested in continuous learning and self-development.,4. Literacy of Personal Computer and applications Software, like Windows, Microsoft Office Package; Excel, Word, PowerPoint, Outlook and Internet surfing.,5. Driving License from Jordan (2018)."
139,820576,"AL-Zaytoonah University,",Software Engineering,"Arabic: Mother Language,English: medium (Writing) poor (Speaking)","Dart, Java, Flutter, HTML, Sql, Oracle11g, Bootstrap, JSON, Firebase, Photoshop, Reengineering"
140,725153,"Khaled International Schools -,Middle East Technical University -",Electrical and Electronics Engineering,"Arabic,English","Understand the role of a site engineer in the Centro Mada by Rotana Hotel project,Introduced to the divisions and subdivisions of the project that are under the jurisdiction of electrical engineers,Explore AutoCad drawings of the project in question and how each division is layered,Classify and distribute content"
141,544461,Al-Balqa Applied university/faculty of engineering Technology (polytechnic),Telecommunication Engineering,"Arabic: native,English: very good speaking and writing","Problem solver,Team player,Good communicatior,Time management,Work under pressure,Work on physical CISCO router and switch.,Packet tracer (very good),Lab View (very good),Microsoft Office (excellent),Proteus & Micro C (very good)"
